name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score
Quinta Da Aveleda,Vinho Verde,Vinho Verde,Portugal,2017,White wine,Aveleda,750,99,132,0.08712121212121213,11.5,78866,NaN
ÀN/2,NA,Balearerna,Spain,2016,Red wine,Ànima Negra,750,259,345.33,0.039093041438623924,13.5,70120,87
Edward Blom,Merlot Cabernet Sauvignon,Frankrike sydväst,France,2013,Red wine,Cave Coop. Les Vignerons de Sigoulès,750,99,132,0.0946969696969697,12.5,70409,NaN
Grus,Mezcla Tinta,Coquimbo,Chile,2015,Red wine,Vinedos de Alcohuaz,750,298,397.33,0.03397679510734151,13.5,75593,NaN
RHU,Mezcla Tinta,Coquimbo,Chile,2012,Red wine,Vinedos de Alcohuaz,750,498,664,0.02033132530120482,13.5,77164,NaN
Ribas Lira,FTF 27,Douro,Portugal,2007,Red wine,Quinta do Javali,750,593,790.67,0.01897125222912214,15,75052,NaN
Black Stallion,Los Carneros Pinot Noir,Kalifornien,US,2017,Red wine,Black Stallion Estate Winery,750,199,265.33,0.05464892775034862,14.5,2235,89.24074074074075
Quentaurus,NA,Abruzzerna,Italy,2014,Red wine,The Company of Urban wines And Other Liquids Sweden AB,750,119,158.67,0.08823344047393963,14,87710,NaN
Primavolta,Bianco,Toscana,Italy,2016,White wine,Societa Agricola Fanucci s.r.l.,750,241,321.33,0.03890081847322068,12.5,70074,NaN
UnCulin,Negre,Kastilien-León,Spain,2016,Red wine,Bodegas y Viñedos José Ant. García,750,149,198.67,0.0679518800020134,13.5,74832,NaN
Métairie d’Alon,Chardonnay Le Village,Languedoc-Roussillon,France,2017,White wine,Domaine de la Métairie d'Alon,750,169,225.33,0.05991212887764612,13.5,74589,NaN
Métairie d’Alon,Pinot Noir Le Village,Languedoc-Roussillon,France,2017,Red wine,Domaine de la Métairie d'Alon,750,169,225.33,0.05991212887764612,13.5,73278,NaN
Codice V,Mazzei,Toscana,Italy,2016,White wine,Marchesi Mazzei,750,189,252,0.051587301587301584,13,90057,89
M.M. Louw,Sauvignon Blanc,Western Cape,South Africa,2016,White wine,Diemersdal,750,199,265.33,0.04899559039686428,13,90170,NaN
Hajszan-Neumann,Natural Muskateller,Weinland Österreich,Austria,2016,White wine,Hajszan,750,269,358.67,0.03206289904368918,11.5,90218,NaN
Leeu Passant,NA,Western Cape,South Africa,2015,Red wine,Mullineux Family Wines,750,699,932,0.014484978540772532,13.5,90378,NaN
Mullineux Leeu Passant,Chardonnay,Western Cape,South Africa,2015,White wine,Mullineux Family Wines,750,499,665.33,0.021042189590128206,14,90419,NaN
Tokaji Aszu 6 Puttonyos,Istvan Szepsy,Tokaj,Hungary,2008,White wine,István Szepsy,500,999,1998,0.005755755755755756,11.5,90586,NaN
Markowitsch,Ried Kirchweingarten Zweigelt,Niederösterreich,Austria,2015,Red wine,Gerhard Markowitsch,750,279,372,0.036290322580645164,13.5,99418,90.61904761904762
Châteauneuf-du-Pape Lieu-Dit Pignan,Pierre Henri Morel,Rhonedalen,France,2015,Red wine,Pierre Henri Morel,750,499,665.33,0.02329670990335623,15.5,91115,NaN
Chablis Grand Cru Les Preuses,La Chablisienne,Bourgogne,France,2004,White wine,La Chablisienne,750,499,665.33,0.01953917604797619,13,99218,NaN
Diorama,Pinot Noir Rosé,Katalonien,Spain,2016,Rosé wine,Bodegas Pinord,750,119,158.67,0.07877985756601753,12.5,71052,NaN
Skouras,Moscofilero,Peloponnesos,Greece,2018,White wine,Domaine Skouras,750,169,225.33,0.05325522566901877,12,74443,86.5
Saint George,Nemea,Peloponnesos,Greece,2016,Red wine,Domaine Skouras,750,165,220,0.06136363636363636,13.5,72130,85
Honoro Vera,Organic Monastrell,Murcia,Spain,2016,Red wine,Bodegas Juan Gil,750,99,132,0.11363636363636363,15,74819,84.57142857142857
La Marimorena,Albariño Sobre Lías,Galicien,Spain,2016,White wine,Casa Rojo - Enología Creativa,750,158,210.67,0.06170788436891822,13,70076,NaN
Invisible Man,Tempranillo,Rioja,Spain,2015,Red wine,Casa Rojo - Enología Creativa,750,149,198.67,0.0679518800020134,13.5,74053,87
Masso Antico,Primitivo Appassito,Apulien,Italy,2017,Red wine,Schenk Italia S.p.A,750,89,118.67,0.11797421420746608,14,73555,NaN
Vincent Gaudry,Pour Vous,Loiredalen,France,2015,White wine,Vincent Gaudry,750,699,932,0.013948497854077254,13,73157,NaN
Clos Mustardó,NA,Katalonien,Spain,2014,Red wine,Bodegues Ametller,750,242,322.67,0.044937552298013446,14.5,75686,NaN
Pazo Pondal,Godello,Kastilien-León,Spain,2016,White wine,Pazo Pondal,750,236,314.67,0.04290208790161121,13.5,72538,87
UnCulin,Doña Blanca Godello,Kastilien-León,Spain,2015,White wine,Bodegas y Viñedos José Ant. García,750,179,238.67,0.05446851300959484,13,75564,NaN
Domaine Lalande,Sauvignon Blanc,Languedoc-Roussillon,France,2018,White wine,Domaine Lalande,750,79,105.33,0.11392765593847906,12,75181,NaN
Menetou-Salon,le Clos de la Cure,Loiredalen,France,2018,White wine,Roger Champault et Fils,750,185,246.67,0.048647991243361575,12,70606,87.26086956521739
ÀN/2,NA,Balearerna,Spain,2015,Red wine,Ànima Negra,1500,515,343.33,0.039320770104564126,13.5,70863,87
Condado de Oriza,409,Kastilien-León,Spain,2010,Red wine,Pagos del Rey,750,209,278.67,0.04844439659812681,13.5,71109,86.41666666666667
Chianti Colli Senesi,Tenute del Cerro,Toscana,Italy,2014,Red wine,Tenute del Cerro,750,119,158.67,0.07877985756601753,12.5,75243,86.575
The Cloud Factory,Sauvignon Blanc,Marlborough,New Zealand,2014,White wine,Boutinot,750,109,145.33,0.0825707011628707,12,71279,NaN
The Big Top,Zinfandel,Kalifornien,US,2012,Red wine,Boutinot,750,99,132,0.10227272727272728,13.5,71803,NaN
Domaine Mas Barrau,Cabernet Franc,Languedoc-Roussillon,France,2015,Red wine,Boutinot,750,99,132,0.09848484848484848,13,71383,NaN
Antica Chiusina,NA,Toscana,Italy,2011,Red wine,Tenute del Cerro,750,399,532,0.02725563909774436,14.5,75259,87
Puligny-Montrachet,Domaine Pernot Belicard,Bourgogne,France,2016,White wine,Domaine Pernot Belicard,750,499,665.33,0.0202906828190522,13.5,70234,92.04629629629629
Zlatan Otok,Posip,Primorska,Croatia,2013,White wine,Zlatan Otok,750,233,310.67,0.043454469372646215,13.5,78886,87
Zlatan Otok,Crljenak,Primorska,Croatia,2010,Red wine,Zlatan Otok,750,298,397.33,0.03649359474492236,14.5,78887,87
La Corte del Pozzo,Amarone della Valpolicella,Venetien,Italy,2011,Red wine,Fasoli Gino,750,425,566.67,0.030882171281345405,17.5,78892,86.71428571428571
Langhe,La Tartufaia Giulia Negri Pinot Noir,Piemonte,Italy,2014,Red wine,Giulia Negri,750,219,292,0.04452054794520548,13,78893,88.56896551724138
Southern Right,Pinotage,Western Cape,South Africa,2015,Red wine,Southern Right,750,199,265.33,0.05276448196585384,14,6710,87
Calles,Riesling,Rheingau,Germany,2013,White wine,Weingut Bernhard Mehrlein,1500,299,199.33,0.05769327246275021,11.5,78904,NaN
Manon,NA,Provence,France,2016,Rosé wine,Ravoire & Fils,750,149,198.67,0.06291840740927165,12.5,74363,86
Jacob's Creek Earth Vine Grape,Shiraz Cabernet Sauvignon,South Eastern Australia,Australia,2017,Red wine,Jacob's Creek Wines,750,95,126.67,0.11447067182442568,14.5,6802,NaN
Jacob's Creek Barossa,Reserve Shiraz,South Australia,Australia,2017,Red wine,Jacob's Creek Wines,1500,189,126,0.11507936507936507,14.5,6467,NaN
Manon,NA,Provence,France,2016,Rosé wine,Ravoire & Fils,1500,289,192.67,0.06487777028079099,12.5,74363,86
Meerlust,Cabernet Sauvignon,Western Cape,South Africa,2015,Red wine,Meerlust,750,235,313.33,0.04627708805412824,14.5,70230,87
Langhe,Nebbiolo Azelia,Piemonte,Italy,2016,Red wine,Azelia,750,185,246.67,0.05472899014878178,13.5,71891,88.56896551724138
Cecchi,Sangiovese,Toscana,Italy,2016,Red wine,Cecchi,750,79,105.33,0.12342162726668565,13,2312,86.87878787878788
Jonty's Ducks,Pekin White,Western Cape,South Africa,2015,White wine,Avondale,750,119,158.67,0.08508224617129893,13.5,2950,NaN
Castoro Cellars,Reserve Grenache,Kalifornien,US,2015,Red wine,Castoro Cellars,750,79,105.33,0.12816861293078896,13.5,3313,86.87878787878788
Terreno Bianco Professore,NA,Toscana,Italy,2015,White wine,Terreno,750,239,318.67,0.04079455235823893,13,78910,NaN
Terreno ASofia,Sangiovese,Toscana,Italy,2015,Red wine,Terreno,750,299,398.67,0.035116763237765566,14,78911,NaN
The Fat Lady Sings,NA,Venetien,Italy,2014,Red wine,San Pietro in Cariano,750,139,185.33,0.07554092699508984,14,78921,NaN
Vinosìa,Santandrea Taurasi,Kampanien,Italy,2013,Red wine,Vinosìa Aziende Agricole srl,750,237,316,0.04430379746835443,14,78929,NaN
Vinosìa,Neromora Irpinia,Kampanien,Italy,2016,Red wine,Vinosìa Aziende Agricole srl,750,139,185.33,0.0728430367452652,13.5,78930,NaN
Vinosìa,Falanghina Beneventano,Kampanien,Italy,2017,White wine,Vinosìa Aziende Agricole srl,750,119,158.67,0.07877985756601753,12.5,78931,NaN
Vinosìa,Greco di Tufo L'Ariella,Kampanien,Italy,2017,White wine,Vinosìa Aziende Agricole srl,750,153,204,0.0661764705882353,13.5,78932,NaN
Vinosìa,Fiano d'Avellino Le Grade,Kampanien,Italy,2016,White wine,Vinosìa Aziende Agricole srl,750,153,204,0.06372549019607843,13,78933,NaN
Elvio 1,Rosso,NA,Italy,NA,Red wine,Azienda Agricola Tintero,750,99,132,0.10606060606060606,14,78936,NaN
Bourgogne La Moutonnière,Roux Père & Fils,Bourgogne,France,2016,Red wine,Domaine Roux,750,179,238.67,0.0523735702015335,12.5,70913,NaN
Mercurey La Perrières,Domaine Roux,Bourgogne,France,2017,Red wine,Domaine Roux,750,235,313.33,0.04148980308301153,13,70654,NaN
Rully Clos des Mollepierres,Domaine Roux,Bourgogne,France,2015,White wine,Domaine Roux,750,249,332,0.0391566265060241,13,71419,NaN
Condado de Oriza,Reserva,Kastilien-León,Spain,2013,Red wine,Pagos del Rey,750,139,185.33,0.07554092699508984,14,75817,86.41666666666667
Huia,Pinot Noir,Marlborough,New Zealand,2012,Red wine,Huia Vineyards,750,274,365.33,0.03695289190594805,13.5,78941,89.18181818181819
Huia,Sauvignon Blanc,Marlborough,New Zealand,2016,White wine,Huia Vineyards,750,204,272,0.04595588235294118,12.5,78942,89.18181818181819
Sancerre,Domaine La Croix St-Laurent,Loiredalen,France,2018,White wine,Domaine La Croix St-Laurent,750,169,225.33,0.057693161141437,13,78949,89.25992779783394
Moulin Blanc,Sauvignon Blanc Chardonnay,NA,France,2018,White wine,Jean Biecher,750,85,113.33,0.11029736168710845,12.5,78951,NaN
Bellflower,Zinfandel Premium Reserve,Kalifornien,US,2017,Red wine,Bellflower,750,125,166.67,0.08999820003599929,15,78952,87
Waipara Hills,Pinot Noir,Central Otago,New Zealand,2013,Red wine,Accolade Wines New Zealand LTD,750,130,173.33,0.0778861131944845,13.5,78955,89
Hardys Nottage Hill,Cabernet Shiraz,South Eastern Australia,Australia,2017,Red wine,Hardy Wine Company,1500,129,86,0.16279069767441862,14,78963,NaN
Hardys Nottage Hill,Chardonnay,South Eastern Australia,Australia,2018,White wine,Hardy Wine Company,1500,129,86,0.1569767441860465,13.5,78964,NaN
Brochet Réserve,Sauvignon Blanc,Loiredalen,France,2018,White wine,Ampelidae,750,119,158.67,0.07877985756601753,12.5,78967,NaN
Rudi Schultz,Syrah,Western Cape,South Africa,2014,Red wine,Rudi Schultz,750,199,265.33,0.05276448196585384,14,78968,87
BenMarco,Cabernet Sauvignon,Cuyo,Argentina,2012,Red wine,Dominio del Plata,750,99,132,0.10606060606060606,14,78972,NaN
Un Poco,Primitivo,Apulien,Italy,2016,Red wine,Cantine San Marzano,750,99,132,0.10227272727272728,13.5,78980,NaN
La Poja,NA,Venetien,Italy,2013,Red wine,Allegrini,750,599,798.67,0.01815518299172374,14.5,78999,87
Casa Nostra,Appassimento,Apulien,Italy,NA,Red wine,Winepartners Nordic AB,3000,179,59.67,0.21786492374727667,13,72171,NaN
Coteaux d'Aix en Provence,Gassier,Provence,France,2018,Rosé wine,Gassier en Provence,2250,279,124,0.10483870967741936,13,2237,NaN
Lancewood,Sauvignon Blanc,Marlborough,New Zealand,2018,White wine,Domaine Wines,750,95,126.67,0.09868161364174627,12.5,77135,NaN
Savoia,Valpolicella Classico Superiore Campo del Bigio,Venetien,Italy,2015,Red wine,Azienda Agricola Coali Tenuta Savoia,750,259,345.33,0.0419888222859294,14.5,72503,86.5
Savoia,Valpolicella Ripasso Campo Carlin,Venetien,Italy,2014,Red wine,Azienda Agricola Coali Tenuta Savoia,750,288,384,0.0390625,15,72911,86.5
Calles Riesling,NA,Rheingau,Germany,2017,White wine,Weingut Bernhard Mehrlein,750,115,153.33,0.0750016304702276,11.5,72153,NaN
Samos,Vin Doux,Aegean Islands,Greece,2016,White wine,Union des Coopératives Samos,750,103,137.33,0.10922595208621567,15,4633,86.83333333333333
MilleUna Bacmione,Primitivo di Manduria,Apulien,Italy,2011,Red wine,Mille Una,750,306,408,0.0392156862745098,16,72702,NaN
Mas Mellot,NA,Languedoc-Roussillon,France,2018,Rosé wine,GAEC Bruel,750,89,118.67,0.10112075503497092,12,2728,NaN
Riesling,Premium Réserve,Alsace,France,2015,White wine,Bestheim,750,99,132,0.0946969696969697,12.5,72342,87
Savoia,Amarone della Valpolicella Classico Vigneti dei Coali,Venetien,Italy,2012,Red wine,Azienda Agricola Coali Tenuta Savoia,750,695,926.67,0.017266124941996613,16,72400,86.5
Conero Riserva,Umani Ronchi,Marche,Italy,2015,Red wine,Umani Ronchi,750,120,160,0.084375,13.5,3025,NaN
Quinta dos Lobatos,Tinto,Douro,Portugal,2016,Red wine,Quinta do Javali,750,149,198.67,0.07046861629838426,14,74826,NaN
Quinta do Javal,TN,Douro,Portugal,2011,Red wine,Quinta do Javali,750,679,905.33,0.014911689660123932,13.5,73010,NaN
Pratello,Sant'Emiliano Chiaretto,Lombardiet,Italy,2017,Rosé wine,Pratello,750,89,118.67,0.10533411982809472,12.5,2112,87
Château Pey La Tour,Réserve Du Château,Bordeaux,France,2016,Red wine,Vins et Vignobles Dourthe,750,162,216,0.06712962962962964,14.5,75805,85
Terre Fenicie,NA,Sardinien,Italy,2018,White wine,Cantina Sardus Pater,750,109,145.33,0.0825707011628707,12,2121,NaN
Dourthe No 1,Merlot Cabernet Sauvignon,Bordeaux,France,2016,Red wine,Vins et Vignobles Dourthe,750,139,185.33,0.0728430367452652,13.5,72984,NaN
Tommasi,Baciorosa Appassionato,NA,Italy,2018,Rosé wine,Tommasi Viticoltori,750,89,118.67,0.10533411982809472,12.5,72433,87.54411764705883
Tommasi Adorato,Appassionato,NA,Italy,2018,White wine,Tommasi Viticoltori,375,59,157.33,0.08262886925570456,13,2147,NaN
Collevite,Verdicchio Classico Superiore,Marche,Italy,2017,White wine,Collevite,750,89,118.67,0.10533411982809472,12.5,2421,87
Saint Clair Pioneer Block 23,Pinot Noir,Marlborough,New Zealand,2016,Red wine,Saint Clair Family Estate,375,89,237.33,0.05688282138794084,13.5,2936,NaN
Santa Tresa Frappato,NA,Sicilien,Italy,2015,Red wine,Santa Tresa,750,89,118.67,0.10954748462121851,13,2425,NaN
Coteaux d'Aix en Provence,Gassier,Provence,France,2018,Rosé wine,Gassier en Provence,750,139,185.33,0.06744725624561593,12.5,72909,NaN
Kanonkop,Estate Wine Pinotage,Western Cape,South Africa,2016,Red wine,Kanonkop Estate,750,279,372,0.038978494623655914,14.5,76522,89.75
Anjoli,Priorat,Katalonien,Spain,2015,Red wine,Celler Ardévol,750,250,333.33,0.04500045000450005,15,75426,NaN
Weingut Ansgar Clüsserath,Trittenheimer Apotheke Riesling Auslese,Mosel,Germany,2015,White wine,Weingut Ansgar Clüsserath,500,339,678,0.011799410029498525,8,73845,NaN
Weingut Ansgar Clüsserath,Riesling Auslese,Mosel,Germany,2015,White wine,Weingut Ansgar Clüsserath,500,299,598,0.014214046822742474,8.5,75315,NaN
Barolo Ravera,Azienda Agricolo Cagliero,Piemonte,Italy,2013,Red wine,Cagliero,750,449,598.67,0.024220355120517147,14.5,75812,NaN
Ascheri,Barbera d´Alba,Piemonte,Italy,2015,Red wine,Cantine Ascheri Giacomo,750,220,293.33,0.04943237991340811,14.5,72973,89.45454545454545
Spioenkop,Pinotage,Western Cape,South Africa,2013,Red wine,Spioenkop Wines,750,289,385.33,0.03114213790776737,12,72145,NaN
Dedicato a Walter,NA,Toscana,Italy,2011,Red wine,Poggio al Tesoro,750,799,1065.33,0.01408014418067641,15,71233,87
Passi Reali,Vino Organico,NA,Italy,2015,Red wine,Valle Reale,750,99,132,0.10227272727272728,13.5,72753,NaN
Baron de Ley,Reserva,Rioja,Spain,2015,Red wine,Baron de Ley,1500,329,219.33,0.06155108740254411,13.5,2525,NaN
Oyster Bay,Sauvignon Blanc,Marlborough,New Zealand,2017,White wine,Delegat's Wine Estate,750,120,160,0.08125,13,70032,87.06666666666666
Oyster Bay,Pinot Noir,Marlborough,New Zealand,2015,Red wine,Delegat's Wine Estate,750,139,185.33,0.0728430367452652,13.5,70172,87.06666666666666
Barbera d'Alba,Marminela,Piemonte,Italy,2015,Red wine,Az. Agr. Abrigo Giovanni,750,109,145.33,0.09289203880822954,13.5,72031,87.98009950248756
Gigondas,Guigal,Rhonedalen,France,2014,Red wine,E Guigal,750,239,318.67,0.04550161609188188,14.5,73411,89.72727272727273
Châteauneuf-du-Pape Chante Cigale,Blanc,Rhonedalen,France,2017,White wine,Domaine Chante Cigale,750,275,366.67,0.03681784711048081,13.5,2230,NaN
La Croix Iirrésistible,Cru Classé,Provence,France,2013,Red wine,Domaines de La Croix et de La Bastide Blanche,750,134,178.67,0.07555829182291375,13.5,71819,NaN
La Croix Cuvée Éloge,Cru Classé Rosé,Provence,France,2016,Rosé wine,Domaines de La Croix et de La Bastide Blanche,750,137,182.67,0.07116658455137681,13,72482,NaN
Lupi Reali,Trebbiano d'Abruzzo,Abruzzerna,Italy,2018,White wine,Valle Reale,3000,199,66.33,0.18091361374943465,12,2252,NaN
Châteauneuf-du-Pape,Classique,Rhonedalen,France,2012,Red wine,Domaine Saint Prefert,750,249,332,0.045180722891566265,15,76515,90.41304347826087
Pouilly-Fumé,Clos Joanne D'Orion,Loiredalen,France,2017,White wine,Gitton Père et Fils,750,216,288,0.043402777777777776,12.5,76544,89.59477124183006
Anima de Raimat,Tinto,Katalonien,Spain,2014,Red wine,Raimat,750,109,145.33,0.09633248469001582,14,76594,NaN
Leitz,Rüdesheimer Berg Katerloch Roseneck riesling,Rheingau,Germany,2016,White wine,Weingut Leitz,750,389,518.67,0.024100102184433266,12.5,76627,NaN
Bourgogne Aligoté,Domaine Amiot Guy et Fils,Bourgogne,France,2016,White wine,Domaine AMIOT Guy et Fils,750,165,220,0.056818181818181816,12.5,70575,86.11111111111111
Christmann Meerspinne,Riesling Grosses Gewächs,Pfalz,Germany,2017,White wine,A Christmann,750,499,665.33,0.018036162505824176,12,81502,NaN
Delas Chante-Perdrix,Cornas,Rhonedalen,France,NA,Red wine,Delas,750,339,452,0.028761061946902654,13,2274,NaN
Secateurs,Red Blend,Western Cape,South Africa,2012,Red wine,A.A. Badenhorst Family Wines,750,149,198.67,0.06543514370564253,13,81702,87
P.Lex,Barolo,Piemonte,Italy,2013,Red wine,Monchiero Fratelli Azienda Agricola,750,299,398.67,0.035116763237765566,14,73519,NaN
Amarone della Valpolicella Classico,Cantina di Negrar,Venetien,Italy,2012,Red wine,Cantina Valpolicella Negrar,750,224,298.67,0.05189674222385911,15.5,70087,88
Malvasia of Crete,NA,Kreta,Greece,NA,White wine,Lyrarakis,375,238,634.67,0.01811965273291632,11.5,76603,87
Okto,Red,Kreta,Greece,2011,Red wine,Lyrarakis,750,140,186.67,0.06964161354261532,13,76595,87
Langhe,Favorita,Piemonte,Italy,2017,White wine,Antica Cascina dei Cinti di Roero,750,171,228,0.05701754385964912,13,70393,88.56896551724138
Leth,Grüner Veltliner Familien Reserve,Niederösterreich,Austria,2017,White wine,Weingut Leth,750,119,158.67,0.08193105186865823,13,76570,89.85
Cantina Zaccagnini,Pecorino,Abruzzerna,Italy,2018,White wine,Ciccio Zaccagnini,750,99,132,0.09848484848484848,13,70297,87.6
Sandahl,Gold Standard Riesling,Balaton,Hungary,2013,White wine,Villa Sandahl,750,259,345.33,0.039093041438623924,13.5,79849,NaN
Terras Gauda,O Rosal,Galicien,Spain,2018,White wine,Terras Gauda,750,179,238.67,0.050278627393472164,12,74569,87
Ferrandière,Pinot Noir,Languedoc-Roussillon,France,2016,Red wine,Domaine de la Ferrandière,750,39,52,0.25961538461538464,13.5,2284,NaN
Castillo de Alicante,Red,Valencia,Spain,2014,Red wine,Bocopa,750,85,113.33,0.11470925615459278,13,6709,87
Weingut Ansgar Clüsserath,Trittenheimer Apotheke Riesling Kabinett,Mosel,Germany,2016,White wine,Weingut Ansgar Clüsserath,750,229,305.33,0.02620115940130351,8,73777,NaN
Julian Haart,Riesling,Mosel,Germany,2015,White wine,Weingut Julian Haart,750,198,264,0.03977272727272727,10.5,71669,NaN
Julian Haart,Piesporter Riesling,Mosel,Germany,2015,White wine,Weingut Julian Haart,750,298,397.33,0.03271839528855108,13,74309,NaN
Julian Haart,Piesporter Goldtröpfchen Spätlese Riesling,Mosel,Germany,2014,White wine,Weingut Julian Haart,750,323,430.67,0.017414725892214458,7.5,73263,NaN
Julian Haart,Wintricher Ohligsberg Spätlese Riesling,Mosel,Germany,2014,White wine,Weingut Julian Haart,750,379,505.33,0.01583123899234164,8,73853,NaN
Dom Rafael,NA,Alentejo,Portugal,2014,Red wine,Herdade do Mouchão,750,129,172,0.08139534883720931,14,74712,89.33333333333333
Raoul Clerget,Côte de Nuits-Villages,Bourgogne,France,2017,Red wine,Les Grands Chais de France,375,107,285.33,0.04731363684155189,13.5,2269,NaN
Izakaya,White,NA,Portugal,2016,White wine,WA Wine AB,750,85,113.33,0.10588546721962411,12,76448,NaN
Patz & Hall,Dutton Ranch Chardonnay,Kalifornien,US,2015,White wine,Patz & Hall Wine,750,489,652,0.02223926380368098,14.5,79545,91.328125
Patz & Hall,Sonoma Coast Pinot Noir,Kalifornien,US,2014,Red wine,Patz & Hall Wine,750,499,665.33,0.02254520313228022,15,77666,91.328125
Patz & Hall,Hyde Vineyard Pinot Noir,Kalifornien,US,2014,Red wine,Patz & Hall Wine,750,749,998.67,0.015019976568836553,15,79100,91.328125
Patz & Hall,Hyde Vineyard Chardonnay,Kalifornien,US,2014,White wine,Patz & Hall Wine,750,689,918.67,0.01578368728705629,14.5,73219,91.328125
Domaine de Verquière,Rasteau,Rhonedalen,France,2016,Red wine,Domaine de Verquière,750,147,196,0.07397959183673469,14.5,2179,NaN
Gustave Lorentz,Evidence Pinot Gris,Alsace,France,2016,White wine,Gustave Lorentz,750,139,185.33,0.0728430367452652,13.5,75542,86.725
Yalumba,Organic Shiraz,South Australia,Australia,2016,Red wine,Yalumba,750,149,198.67,0.07046861629838426,14,70511,86.33870967741936
Torres Conde de Superunda,NA,Valle Central,Chile,2009,Red wine,Miguel Torres,750,599,798.67,0.01752914219890568,14,75816,NaN
Juno Rosé,NA,Western Cape,South Africa,2017,Rosé wine,Cape Wine Company,3000,209,69.67,0.1794172527630257,12.5,2483,NaN
Pata Negra,Reserva,Rioja,Spain,2013,Red wine,J Garcia Carrion,750,109,145.33,0.09289203880822954,13.5,70710,85.1
King Estate,Signature Pinot Noir,Oregon,US,2012,Red wine,King Estate,750,199,265.33,0.05088003618135906,13.5,72128,86.29577464788733
Sancerre,Le Rochoy,Loiredalen,France,2017,White wine,Domaine Laporte,750,229,305.33,0.04421445648969967,13.5,70679,89.4375
Sancerre,Le Grand Rochoy,Loiredalen,France,2015,White wine,Domaine Laporte,750,279,372,0.036290322580645164,13.5,72713,89.4375
Scaia,Garganega Chardonnay,Venetien,Italy,2017,White wine,Tenuta Sant' Antonio,750,125,166.67,0.0749985000299994,12.5,71728,86
Juliénas,Domaine De La Conseillère,Bourgogne,France,2015,Red wine,J.J Vincent & Fils,750,237,316,0.04430379746835443,14,74974,88.94642857142857
Bodvár,N°7 Rosé,NA,France,2017,Rosé wine,Bodvár House of Rosé,750,129,172,0.07267441860465117,12.5,72175,NaN
Bodvár,N°7 Rosé,NA,France,2017,Rosé wine,Bodvár House of Rosé,1500,281,187.33,0.06672716596380718,12.5,72175,NaN
Langhe,Nebbiolo Montegrilli,Piemonte,Italy,2014,Red wine,Elvio Cogno,750,218,290.67,0.04644442150892765,13.5,74270,86.16666666666667
The Econic,Zinfandel,Kalifornien,US,2016,Red wine,Bonterra Vineyards,3000,319,106.33,0.14107025298598702,15,6557,NaN
Antiche Terre Venete,Valpolicella,Venetien,Italy,2018,Red wine,Antiche Terre Venete,750,99,132,0.0946969696969697,12.5,75015,NaN
Montirius,Terre des Aînés,Rhonedalen,France,2013,Red wine,Domaine Montirius,750,251,334.67,0.0403382436429916,13.5,75927,93
Les Cigales de Montirius,NA,Rhonedalen,France,2017,Red wine,Domaine Montirius,750,139,185.33,0.07554092699508984,14,75472,NaN
Whispering Angel,NA,Provence,France,2017,Rosé wine,Chateau D`Esclans,6000,2495,415.83,0.032465190101724266,13.5,77515,87.54545454545455
Jacob´s Creek,Wah Red,South Eastern Australia,Australia,2016,Red wine,Jacob's Creek Wines,750,97,129.33,0.10979664424340832,14.2,76045,NaN
Rocca di Montemassi,Governo,Toscana,Italy,2016,Red wine,Rocca di Montemassi,750,89,118.67,0.1137608494143423,13.5,76046,87
Bourgogne Blanc,Henri Boillot,Bourgogne,France,2015,White wine,Henri Boillot,750,299,398.67,0.033862593122131086,13.5,76047,86.5
Birichino,Saint Georges Zinfandel,Kalifornien,US,2016,Red wine,Birichino Wines,750,269,358.67,0.03763905539911339,13.5,74671,88.66666666666667
Plaisir De Vigne,Grenache,Languedoc-Roussillon,France,2014,Rosé wine,Les Grand Chais de France,750,85,113.33,0.11029736168710845,12.5,74013,NaN
Villa Righetti,Rosé,Venetien,Italy,2014,Rosé wine,Luigi Righetti,750,92,122.67,0.10189940490747534,12.5,78351,NaN
Domaine Horgelus,Rosé,Frankrike sydväst,France,2017,Rosé wine,Domaine Horgelus/Earl Haut Cassou,750,110,146.67,0.07840730892479716,11.5,72820,NaN
Domaine Horgelus,Sauvignon Gros Manseng,Frankrike sydväst,France,2017,White wine,Domaine Horgelus/Earl Haut Cassou,750,110,146.67,0.08181632235631009,12,72188,NaN
Fontanafredda,Barbaresco,Piemonte,Italy,2013,Red wine,Fontanafredda,750,249,332,0.04066265060240964,13.5,75182,86.96666666666667
Cónclave,Reserva,Rioja,Spain,2011,Red wine,Bodegas San Prudencio S.A.,750,377,502.67,0.026856585831658942,13.5,70693,NaN
Les Pierres Noires,Maupertius,NA,France,2017,Red wine,Jean Maupertuis,750,252,336,0.03571428571428571,12,75678,NaN
Birgit Braunstein,Pinot Blanc,Burgenland,Austria,2015,White wine,Birgit Braunstein,750,169,225.33,0.057693161141437,13,75825,87
Birgit Braunstein,Blaufränkisch Leithaberg,Burgenland,Austria,2012,Red wine,Birgit Braunstein,750,299,398.67,0.035116763237765566,14,76283,87
Birgit Braunstein,Chardonnay Felsenstein,Burgenland,Austria,2017,White wine,Birgit Braunstein,750,179,238.67,0.05446851300959484,13,75384,87
Birgit Braunstein,Pinot vom Berg,Burgenland,Austria,2016,Red wine,Birgit Braunstein,750,189,252,0.051587301587301584,13,77517,87
