name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,url
Barolo R.G,Carlo Revello & Figli,Piemonte,Italy,2013,Red wine,Carlo Revello & Figli,750,506,674.67,0.022233092,15,78704,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78704
Grillo,Nino Barraco,Sicilien,Italy,2015,White wine,Nino Barraco,750,250,333.33,0.04200042,14,79631,NA,7,10,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=79631
Catarratto,Nino Barraco,Sicilien,Italy,2016,White wine,Nino Barraco,750,250,333.33,0.03600036,12,78794,NA,6,9,0,0,3,https://www.systembolaget.se/sok-dryck/?searchquery=78794
Latricières-Chambertin,Domaine Arnoux-Lachaux,Bourgogne,France,2011,Red wine,Domaine Arnoux-Lachaux,750,1900,2533.33,0.005131586,13,90196,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=90196
Black Tower,Organic White Bubbly,NA,EU,2018,White wine,Reh Kendermann,750,69,92,0.092391304,8.5,72350,NA,5,7,0,0,5,https://www.systembolaget.se/sok-dryck/?searchquery=72350
Côtes du Rhône,Domaine la Lyre,Rhonedalen,France,2015,Red wine,Domaine la Lyre,750,109,145.33,0.089451593,13,72114,NA,7,6,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72114
Pittnauer,Rosé,Burgenland,Austria,2017,Rosé wine,Weingut Gerhard Pittnauer,750,139,185.33,0.064749366,12,76829,NA,7,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76829
Portia,Prima,Kastilien-León,Spain,2016,Red wine,Bodegas Portia,750,229,305.33,0.045852029,14,75249,NA,10,7,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75249
LaCheteau,Rosé d'Anjou,Loiredalen,France,2015,Rosé wine,LaCheteau,750,89,118.67,0.088480661,10.5,74908,NA,6,10,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=74908
Casa Capriolo,Governo,Toscana,Italy,2016,Red wine,Casa Capriolo,750,99,132,0.106060606,14,71002,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71002
Perfect Day,VdP Méditerranée,Méditerranée,France,2018,Rosé wine,Contemporary Wines AB,750,89,118.67,0.10533412,12.5,71770,NA,7,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=71770
Chocalán Malvilla,Sauvignon Blanc,Aconcagua,Chile,2012,White wine,Viña Chocalán,750,117,156,0.083333333,13,76843,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76843
Gustave Lorentz,Pinot Gris Vendanges Tardives Grand Cru Altenberg de Bergheim,Alsace,France,2007,White wine,Gustave Lorentz,500,259,518,0.025096525,13,75683,NA,7,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=75683
Estación 1883,Chardonnay,Cuyo,Argentina,2018,White wine,Bodegas Trapiche,750,99,132,0.106060606,14,6055,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6055
Gemtree Cinnabar GSM,Grenache Shiraz Mourvèdre,South Australia,Australia,2016,Red wine,Gemtree Vineyards,750,119,158.67,0.094535829,15,4624,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=4624
Château de Saint Cosme,Côtes-de-Rhône Blanc,Rhonedalen,France,2016,White wine,Château de Saint Cosme,750,159,212,0.063679245,13.5,75671,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75671
Tator,Primitivo,Apulien,Italy,2017,Red wine,Poggio Le Volpi,750,149,198.67,0.072985353,14.5,72212,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72212
Disznókö,Tokaji Late Harvest,Tokaj,Hungary,2016,White wine,Disznoko,500,119,238,0.052521008,12.5,2748,NA,10,10,0,0,10,https://www.systembolaget.se/sok-dryck/?searchquery=2748
Ecologica,Torrontés Chardonnay,Cuyo,Argentina,2018,White wine,La Riojana,3000,209,69.67,0.179417253,12.5,6231,NA,7,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6231
Tina,Chardonnay Reserve,Languedoc-Roussillon,France,2018,White wine,Les Domaines Auriol,3000,299,99.67,0.13043042,13,5391,NA,10,12,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=5391
Petite Faiblesse,Sauvignon Blanc,Frankrike sydväst,France,2018,White wine,L´Herre,750,85,113.33,0.083825995,9.5,5392,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=5392
Vinha da Urze,Reserva,Douro,Portugal,2015,Red wine,CARM - Casa Agricola Roboredo Madeira SA,750,99,132,0.106060606,14,6832,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6832
Lindeman's,Cabernet Shiraz,NA,Australia,NA,Red wine,Lindemans,750,62,82.67,0.066529575,5.5,6051,NA,7,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6051
Lindeman's,Rosé,NA,Australia,NA,Rosé wine,Lindemans,750,62,82.67,0.066529575,5.5,6268,NA,7,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6268
Lindeman's,Semillon Sauvignon Blanc,NA,Australia,NA,White wine,Lindemans,750,62,82.67,0.066529575,5.5,6283,NA,7,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6283
Barefoot,White Zinfandel,Kalifornien,US,NA,Rosé wine,Barefoot Cellars,3000,219,73,0.116438356,8.5,2215,NA,4,2,0,0,6,https://www.systembolaget.se/sok-dryck/?searchquery=2215
Barbaresco,Prunotto,Piemonte,Italy,2015,Red wine,Prunotto,750,249,332,0.040662651,13.5,22013,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=22013
Corte Giara,Corvina Veronese,Venetien,Italy,2014,Red wine,Corte Giara,750,99,132,0.098484848,13,22382,NA,7,7,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=22382
Château Margaux,NA,Bordeaux,France,2011,Red wine,Bordeauxslott,750,5995,7993.33,0.001563804,12.5,95044,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=95044
Albert Schoech,Alsace,Alsace,France,2017,White wine,Albert Schoech,750,87,116,0.103448276,12,2135,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2135
Robertson,Chardonnay,Western Cape,South Africa,2018,White wine,Robertson Winery,750,69,92,0.14673913,13.5,12094,NA,7,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=12094
Tr3 Apor,Oves Vita,NA,Hungary,2018,White wine,Enjoy Wine & Spirits,750,70,93.33,0.123218686,11.5,2414,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2414
André Vatan,Maulin Bèle,Loiredalen,France,2018,Rosé wine,Domaine André Vatan,750,199,265.33,0.04899559,13,74205,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74205
Krauthaker,Grasevina Mitrovac,Kontinentalna,Croatia,2015,White wine,Krauthaker,750,189,252,0.053571429,13.5,71449,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71449
Weingüter Wegeler,Riesling Rheingau Charta,Rheingau,Germany,2015,White wine,Weingüter Wegeler,750,119,158.67,0.075628663,12,71513,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71513
Gardo & Morris,Pinot Noir,Marlborough,New Zealand,2016,Red wine,Starborough,750,109,145.33,0.092892039,13.5,6292,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6292
Gardo & Morris,Pinot Noir,Marlborough,New Zealand,2016,Red wine,Starborough,375,66,176,0.076704545,13.5,6292,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6292
The Crossings,Awatere Valley Pinot Noir,Marlborough,New Zealand,2016,Red wine,The Crossings,750,119,158.67,0.08823344,14,71083,NA,6,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=71083
Tommasi Surani Atlas,Organic,Apulien,Italy,2017,Red wine,Tommasi Viticoltori,750,99,132,0.098484848,13,75292,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75292
The Crossings,Awatere Valley Sauvignon Blanc,Marlborough,New Zealand,2018,White wine,The Crossings,750,119,158.67,0.085082246,13.5,71684,NA,6,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=71684
Via Terra,Garnatxa Blanca,Katalonien,Spain,2016,White wine,Edetària,750,119,158.67,0.085082246,13.5,74152,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74152
Org de Rac,Shiraz Reserve,Western Cape,South Africa,2014,Red wine,Org de Rac,750,161,214.67,0.067545535,14.5,75546,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75546
Edetària,NA,Katalonien,Spain,2014,White wine,Edetària,750,229,305.33,0.045852029,14,74765,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74765
Edetària,NA,Katalonien,Spain,2014,Red wine,Edetària,750,249,332,0.045180723,15,74109,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74109
Org de Rac,Reserve Merlot,Western Cape,South Africa,2014,Red wine,Org de Rac,750,161,214.67,0.067545535,14.5,75302,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75302
Château d'Arsac,NA,Bordeaux,France,2014,Red wine,Bordeauxslott,750,229,305.33,0.042576884,13,3024,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=3024
Grande Recolte,NA,Provence,France,2018,Rosé wine,Château de Berne,750,129,172,0.075581395,13,75286,NA,6,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75286
Vinas del Vero,Syrah,Aragonien,Spain,2012,Red wine,Viñas del Vero,750,129,172,0.081395349,14,75422,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75422
La Miranda de Secastilla,Garnacha Blanca,Aragonien,Spain,2014,White wine,Viñas del Vero,750,99,132,0.106060606,14,75192,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75192
Escapades,Semillon Sauvignon Blanc,Western Cape,South Africa,2014,White wine,Escapade Winery,1500,349,232.67,0.058022091,13.5,76860,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76860
Escapades,Semillon,Western Cape,South Africa,2013,White wine,Escapade Winery,1500,349,232.67,0.055873125,13,76861,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76861
Castelforte,Parziale Appassimento,Venetien,Italy,2016,Red wine,Cantine Riondo,750,79,105.33,0.132915599,14,6346,NA,9,8,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6346
Antiche Terre Venete,Amarone della Valpolicella,Venetien,Italy,2015,Red wine,Antiche Terre Venete,750,229,305.33,0.049127174,15,75188,NA,8,4,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75188
Collevite,Falerio Pecorino,Marche,Italy,2017,White wine,Collevite,750,79,105.33,0.123421627,13,2391,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2391
Smart Dog,Syrah,Alentejo,Portugal,2015,Red wine,João Portugal Ramos,750,82,109.33,0.128052685,14,75008,NA,9,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75008
Lambrusco Grasparossa di Castelvetro,Fattoria Moretto,Emilia-Romagna,Italy,NA,Red wine,Fattoria Moretto,750,139,185.33,0.064749366,12,72170,NA,7,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=72170
Charles & Charles,Chardonnay,Washington State,US,2014,White wine,Bieler & Smith,750,149,198.67,0.070468616,14,75455,NA,8,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75455
Hécula,NA,Murcia,Spain,2016,Red wine,Bodegas Castaño SL,750,99,132,0.106060606,14,76880,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76880
Castaño,Collección,Murcia,Spain,2013,Red wine,Bodegas Castaño SL,750,139,185.33,0.075540927,14,76881,NA,7,0,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76881
Jean León 3055,Merlot Petit Verdot,Katalonien,Spain,2014,Red wine,Jean Leon,750,149,198.67,0.070468616,14,74818,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74818
Jean León 3055,Chardonnay,Katalonien,Spain,2015,White wine,Jean Leon,750,149,198.67,0.065435144,13,74829,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74829
Birichino Lilo Vineyard,Pinot Noir,Kalifornien,US,2013,Red wine,Birichino Amici,750,350,466.67,0.027856944,13,70899,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70899
Birichino,Muscat Canelli,Kalifornien,US,2015,White wine,Birichino Amici,375,219,584,0.022260274,13,72111,NA,8,10,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72111
Wilhelm Riesling Schiefer,NA,Mosel,Germany,2017,White wine,Friedrich-Wilhelm-Gymnasium,750,109,145.33,0.079130255,11.5,72150,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72150
Vivanco,Blanco Rioja,Rioja,Spain,2017,White wine,Vivanco,750,125,166.67,0.07799844,13,72208,NA,7,6,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72208
Colección Vivanco,Garnacha,Rioja,Spain,2012,Red wine,Vivanco,750,499,665.33,0.022545203,15,72373,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72373
Colección Vivanco,Maturana Tinta,Rioja,Spain,2014,Red wine,Vivanco,750,499,665.33,0.022545203,15,72476,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72476
P.Lex,Pinot Grigio,Tre Venezie,Italy,2018,White wine,Icon Wines,750,89,118.67,0.101120755,12,74879,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74879
Laurus,Gigondas,Rhonedalen,France,2013,Red wine,Gabriel Meffre,750,179,238.67,0.058658399,14,74246,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74246
Lynx,Petite Sirah Zinfandel,Kalifornien,US,2017,Red wine,House of Big Wines,750,89,118.67,0.113760849,13.5,74087,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74087
M Maius,Assemblage,Katalonien,Spain,2012,Red wine,Maius,750,169,225.33,0.064350064,14.5,74035,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74035
Valdemonxes,Albarino,Galicien,Spain,2015,White wine,Adegas Arousa,750,145,193.33,0.064656287,12.5,74877,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74877
Lindemans,Chardonnay,South Eastern Australia,Australia,2018,White wine,Lindemans,750,72,96,0.140625,13.5,16457,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=16457
Vidigal,Vinho Verde,Vinho Verde,Portugal,2017,White wine,Caves Vidigal,750,69,92,0.10326087,9.5,2645,NA,8,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=2645
Colección Vivanco,Mazuelo,Rioja,Spain,2012,Red wine,Vivanco,750,499,665.33,0.020290683,13.5,72394,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72394
Colección Vivanco,Dulce de Invierno,Rioja,Spain,2013,Red wine,Vivanco,375,265,706.67,0.019103683,13.5,72583,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72583
Riesling,Grand Cru Steingrubler,Alsace,France,2014,White wine,André Ehrhart & Fils,750,199,265.33,0.047111145,12.5,76890,NA,4,7,0,0,5,https://www.systembolaget.se/sok-dryck/?searchquery=76890
Villa Maria,Cellar Selection Sauvignon Blanc,Marlborough,New Zealand,2016,White wine,Villa Maria Estate,750,149,198.67,0.065435144,13,76895,NA,7,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=76895
Mia,Blanco,NA,Spain,2012,White wine,Freixenet,750,94,125.33,0.09175776,11.5,74046,NA,9,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74046
Chateau Pierrail,Sauvignon Blanc,Bordeaux,France,2015,White wine,Chateau Pierrail,750,140,186.67,0.069641614,13,76904,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76904
Chateau Pierrail,Superieur,Bordeaux,France,2015,Red wine,Chateau Pierrail,750,169,225.33,0.062131097,14,76905,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76905
Château Laulerie,Sauvignon Blanc Semillon,Frankrike sydväst,France,2015,White wine,Vignobles Dubard,750,124,165.33,0.072582109,12,76908,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76908
Pure,Cabernet Sauvignon,Languedoc-Roussillon,France,2016,Red wine,Wenny et Gabriel Tari,750,216,288,0.046875,13.5,73921,NA,8,8,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73921
Roodeberg,Reserve,Western Cape,South Africa,2015,Red wine,KWV,750,109,145.33,0.096332485,14,70453,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70453
The Mentors Canvas,NA,Western Cape,South Africa,2013,Red wine,KWV,750,169,225.33,0.062131097,14,70547,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70547
The Mentors Chardonnay,NA,Western Cape,South Africa,2015,White wine,KWV,750,169,225.33,0.059912129,13.5,70255,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70255
Galets Rouge,NA,Rhonedalen,France,2016,Red wine,Château Mourgues du Gres,750,119,158.67,0.08823344,14,76923,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76923
Galets Rosé,Château Mourgues du Grès,Rhonedalen,France,2018,Rosé wine,Château Mourgues du Gres,750,119,158.67,0.085082246,13.5,76924,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76924
Villa Angela Pecorino,Pecorino,Marche,Italy,2018,White wine,Velenosi,750,145,193.33,0.067242539,13,76925,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76925
Jolie Fleur,Sauvignon Blanc Organic,Loiredalen,France,2018,White wine,WineWorld AB,750,119,158.67,0.078779858,12.5,2091,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2091
Sancerre Rosé,Pierre Deschamps,Loiredalen,France,2018,Rosé wine,Foucher Lebrun,750,155,206.67,0.060482895,12.5,5393,NA,6,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=5393
McManis,Petite Sirah,Kalifornien,US,2016,Red wine,McManis Family Vineyards,3000,279,93,0.14516129,13.5,8362,NA,9,9,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=8362
Ecologica La Pluma,Rosé,Katalonien,Spain,2018,Rosé wine,Julià & Navinès,750,89,118.67,0.10533412,12.5,2197,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2197
Cadetto,NA,Umbrien,Italy,2011,Red wine,Lungarotti,750,95,126.67,0.102628878,13,70223,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70223
Château Mont-Redon,Châteauneuf-du-Pape,Rhonedalen,France,2014,Red wine,Château Mont-Redon,750,279,372,0.038978495,14.5,2811,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2811
Vieux Château des Jouans,NA,Bordeaux,France,2014,Red wine,Calvet,750,169,225.33,0.059912129,13.5,3128,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=3128
Château Croix-Mouton,NA,Bordeaux,France,2011,Red wine,Bordeauxslott,750,189,252,0.053571429,13.5,71113,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71113
Château Croix-Mouton,NA,Bordeaux,France,2011,Red wine,Bordeauxslott,1500,395,263.33,0.051266472,13.5,71113,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71113
Albet i Noya Lignum,Blanc,Katalonien,Spain,2016,White wine,Albet i Noya,750,125,166.67,0.0749985,12.5,71830,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71830
Gérard Bertrand,Réserve Spéciale Chardonnay,Languedoc-Roussillon,France,2017,White wine,Gérard Bertrand,750,125,166.67,0.07799844,13,71345,NA,9,8,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=71345
Stepp Riesling,Pfalz,Pfalz,Germany,2016,White wine,GP Winery,750,119,158.67,0.078779858,12.5,71490,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71490
Stepp Pinot Gris,Pfalz,Pfalz,Germany,2014,White wine,GP Winery,750,119,158.67,0.081931052,13,71407,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71407
Opi Mascota Chardonnay,Santa Ana,Cuyo,Argentina,2017,White wine,Bodegas Santa Ana,750,94,125.33,0.107715631,13.5,72523,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72523
Clos de l'Oratoire des Papes,Blanc,Rhonedalen,France,2017,White wine,Ogier,750,350,466.67,0.028928365,13.5,75513,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75513
Marques de Grinon Caliza,NA,Kastilien-La Mancha,Spain,2014,Red wine,Marqués de Griñon,750,165,220,0.068181818,15,72155,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72155
Edetària Dolc,NA,Katalonien,Spain,2012,Red wine,Edetària,375,149,397.33,0.037751995,15,72221,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72221
Svmma Varietalis,Marqués de Griñon,Kastilien-La Mancha,Spain,2013,Red wine,Marqués de Griñon,750,299,398.67,0.037625103,15,72048,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72048
Von Winning Forster Pechstein,Riesling Trocken Grosses Gewächs,Pfalz,Germany,2017,White wine,Von Winning,750,499,665.33,0.019539176,13,72865,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72865
Carramimbre,Crianza,Kastilien-León,Spain,2015,Red wine,Bodegas Pingón,750,169,225.33,0.064350064,14.5,75054,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75054
The Ironstone Pressings,Grenache Shiraz Mourvèdre,South Australia,Australia,2009,Red wine,d'Arenberg,750,449,598.67,0.024220355,14.5,74297,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74297
Villa Teresa,Merlot,Venetien,Italy,2014,Red wine,Vini Tonon,750,97,129.33,0.092785897,12,70308,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70308
Sancerre,Clos du Roy Roger Champault,Loiredalen,France,2018,White wine,Roger Champault et Fils,750,229,305.33,0.039301739,12,76945,NA,7,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=76945
Dewaldt Heyns,Weathered Hands Chenin Blanc,Western Cape,South Africa,2013,White wine,Dewaldt Heyns,750,189,252,0.055555556,14,74750,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74750
Fabre Montmayou,The Grand Reserve Cabernet Sauvignon,Cuyo,Argentina,2011,Red wine,Fabre Montmayou Winery,750,179,238.67,0.062848284,15,72871,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72871
Phebus Malbec,Fabre Montmayou,Cuyo,Argentina,2016,Red wine,Fabre Montmayou Winery,750,109,145.33,0.096332485,14,72552,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72552
Fabre Montmayou,Malbec Reservado,Cuyo,Argentina,2015,Red wine,Fabre Montmayou Winery,750,148,197.33,0.073480971,14.5,72553,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72553
Sancerre Rouge Les Belles Vignes,Fournier Père & Fils,Loiredalen,France,2014,Red wine,Fournier Père & Fils,750,198,264,0.047348485,12.5,72555,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72555
Saronsberg,Viognier,Western Cape,South Africa,2016,White wine,Saronsberg,750,189,252,0.053571429,13.5,74492,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74492
Terlan,Pinot Noir,Trentino-Alto Adige,Italy,2017,Red wine,Cantina Terlan,750,199,265.33,0.04899559,13,73316,NA,6,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=73316
Zensa,Primitivo,Apulien,Italy,2018,Red wine,Orion Wines,750,89,118.67,0.117974214,14,73966,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73966
Falanghina 5,NA,Kampanien,Italy,2015,White wine,Vigna dei Lupi,750,149,198.67,0.065435144,13,76962,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76962
Pérez Cruz,Limited Edition Cabernet Franc,Valle Central,Chile,2012,Red wine,Pérez Cruz,750,149,198.67,0.070468616,14,73338,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73338
Saumur Champigny,NA,Loiredalen,France,2014,Red wine,Bourdin,750,151,201.33,0.064570605,13,73590,NA,7,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73590
Ser Lapo,Riserva,Toscana,Italy,2016,Red wine,Marchesi Mazzei,750,189,252,0.053571429,13.5,2208,NA,7,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=2208
Jean-Claude Boisset Ladoix,Premier Cru Hautes-Mourottes,Bourgogne,France,2015,Red wine,Jean-Claude Boisset,750,329,438.67,0.029635033,13,78810,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78810
Prendina,Faial Merlot,Venetien,Italy,2015,Red wine,AZ Agr La Prendina,750,388,517.33,0.030928034,16,76269,NA,7,7,0,0,3,https://www.systembolaget.se/sok-dryck/?searchquery=76269
1000 Stories,Bourbon Barrel Aged Zinfandel,Kalifornien,US,2016,Red wine,1000 Stories Vineyards,750,139,185.33,0.078238817,14.5,74824,NA,12,8,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74824
The Ultimate Zin,Zinfandel,Kalifornien,US,2017,Red wine,House of Big Wines,3000,239,79.67,0.169448977,13.5,6550,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6550
Rutherford Estate,Cabernet Sauvignon,Kalifornien,US,2013,Red wine,Long Meadow Ranch,750,749,998.67,0.013517979,13.5,99326,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=99326
