name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,url
Barra of Mendocino,Cabernet Sauvignon,Kalifornien,US,NA,Red wine,Barra of Mendocino,750,129,172,0.081395349,14,22346,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=22346
Buena Vista,Carneros Chardonnay,Kalifornien,US,2016,White wine,Buena Vista Winery,750,189,252,0.057539683,14.5,6240,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6240
Puligny Montrachet Premier Cru Clos de la Mouchere,Domaine Henri Boillot,Bourgogne,France,2015,White wine,Domaine Henri Boillot,750,1209,1612,0.00837469,13.5,70883,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70883
Langhe,Nebbiolo Produttori del Barbaresco,Piemonte,Italy,2017,Red wine,Produttori del Barbaresco,750,199,265.33,0.052764482,14,72385,NA,8,7,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72385
Altos Las Hormigas,Malbec Reserva,Cuyo,Argentina,2014,Red wine,Altos Las Hormigas,750,239,318.67,0.045501616,14.5,70721,NA,8,0,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70721
De Loach,Pinot Noir O.F.S,Kalifornien,US,2012,Red wine,De Loach Vineyards,750,319,425.33,0.034091176,14.5,71862,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71862
Chateaneuf-du-Pape,Cuvée du Vatican,Rhonedalen,France,2014,Red wine,Cuvée du Vatican,750,241,321.33,0.045124949,14.5,74261,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74261
Paulita,Cabernet Sauvignon,Valle Central,Chile,2015,Red wine,Paul Sapin,375,55,146.67,0.088634349,13,71935,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71935
Paulita,Sauvignon Blanc,Valle Central,Chile,2014,White wine,Paul Sapin,375,55,146.67,0.078407309,11.5,72312,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72312
Babington Brook,Shiraz,South Eastern Australia,Australia,NA,Red wine,Paul Sapin,187,30,160.43,0.08414885,13.5,71726,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71726
Babington Brook,Chardonnay,South Eastern Australia,Australia,NA,White wine,Paul Sapin,187,30,160.43,0.081032226,13,72116,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72116
Freakshow,Cabernet Sauvignon,Kalifornien,US,2015,Red wine,Michael David Winery,750,189,252,0.057539683,14.5,72231,NA,10,9,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72231
Prima,NA,Kastilien-León,Spain,2014,Red wine,Bodegas Maurodos,750,169,225.33,0.064350064,14.5,76991,NA,10,5,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76991
Jermann,Pinot Bianco,Friuli-Venezia-Giulia,Italy,2015,White wine,Jermann,750,259,345.33,0.036197261,12.5,76992,NA,7,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=76992
Les Hauts de Granget,Saint-Emilion Grand Cru,Bordeaux,France,2012,Red wine,Union de Producteurs de Saint-Émilion,1500,370,246.67,0.05675599,14,3814,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=3814
Jermann,Sauvignon,Friuli-Venezia-Giulia,Italy,2016,White wine,Jermann,750,269,358.67,0.036245016,13,76993,NA,7,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=76993
Doix,Costers de Vinyes Velles,Katalonien,Spain,2014,Red wine,Celler Mas Doix,750,1099,1465.33,0.009895382,14.5,76995,NA,9,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76995
Les Crestes,NA,Katalonien,Spain,2015,Red wine,Celler Mas Doix,750,259,345.33,0.041988822,14.5,76996,NA,9,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76996
Pugnitello da San Felice,NA,Toscana,Italy,2008,Red wine,San Felice,750,369,492,0.029471545,14.5,75272,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75272
Château de Fesles,Chenin Sec La Chapelle,Loiredalen,France,2013,White wine,Château de Fesles,750,149,198.67,0.065435144,13,75187,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75187
San Román,NA,Kastilien-León,Spain,2014,Red wine,Bodegas Maurodos,750,360,480,0.030208333,14.5,76998,NA,9,10,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76998
Moric,Blaufränkisch,Burgenland,Austria,2014,Red wine,Weingut Moric,750,229,305.33,0.040939312,12.5,76999,NA,8,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76999
Salanques,NA,Katalonien,Spain,2013,Red wine,Celler Mas Doix,750,459,612,0.02369281,14.5,78011,NA,10,7,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78011
Langhe,Nebbiolo Malvirà,Piemonte,Italy,2015,Red wine,Malvirà,750,219,292,0.047945205,14,78012,NA,8,7,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78012
Malvirà,Roero Arneis,Piemonte,Italy,2017,White wine,Malvirà,750,172,229.33,0.054506606,12.5,78013,NA,9,9,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78013
Terre de Mistral Reserve,Côtes du Rhône Organic,Rhonedalen,France,2018,Red wine,Les Vignerons d'Estezargues,3000,269,89.67,0.161704026,14.5,10682,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=10682
Salentein,Barrel Selection Malbec,Cuyo,Argentina,2015,Red wine,Bodegas Salentein,750,149,198.67,0.06795188,13.5,73124,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73124
Chamonix,Rouge,Western Cape,South Africa,2011,Red wine,Chamonix Wine Farm,750,119,158.67,0.085082246,13.5,70771,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70771
Topf Wechselberg,Riesling,Niederösterreich,Austria,2015,White wine,Johann Topf,750,169,225.33,0.057693161,13,78024,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78024
Hill of Grace,NA,South Australia,Australia,2009,Red wine,Henschke,750,4995,6660,0.002177177,14.5,90548,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=90548
Campolargo,Cercial,Bairrada,Portugal,2014,White wine,Campolargo Vinhos,750,299,398.67,0.031354253,12.5,92103,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=92103
Jean-Claude Boisset,Les Moutots,Bourgogne,France,2015,White wine,Jean-Claude Boisset,750,159,212,0.058962264,12.5,73819,NA,7,8,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73819
Jean-Claude Boisset,Marsannay,Bourgogne,France,2015,White wine,Jean-Claude Boisset,750,279,372,0.033602151,12.5,72697,NA,7,8,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72697
Barbera d'Asti,Bricco Garitta,Piemonte,Italy,2015,Red wine,Az. Agr. Cascina Garitina,750,112,149.33,0.097100382,14.5,73830,NA,8,4,4,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73830
De Loach,Zinfandel Heritage Collection,Kalifornien,US,2015,Red wine,De Loach Vineyards,750,129,172,0.078488372,13.5,72997,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72997
La Soufrandiere,Pouilly-Vinzelles Climat Les Quarts,Bourgogne,France,2014,White wine,La Soufrandiere,750,698,930.67,0.013968431,13,76690,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76690
Marco de Bartoli,Sole e Vento,Sicilien,Italy,2016,White wine,Marco de Bartoli,750,249,332,0.034638554,11.5,76444,NA,9,8,0,0,9,https://www.systembolaget.se/sok-dryck/?searchquery=76444
Marco de Bartoli,Rosso di Marco,Sicilien,Italy,2015,Red wine,Marco de Bartoli,750,239,318.67,0.040794552,13,78417,NA,9,8,0,0,9,https://www.systembolaget.se/sok-dryck/?searchquery=78417
Amazin',Zinfandel,Kalifornien,US,2016,Red wine,PrimeWine Sweden AB,750,89,118.67,0.117974214,14,72534,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72534
Opi Mascota,Cabernet Sauvignon,Cuyo,Argentina,2016,Red wine,Bodegas Santa Ana,750,94,125.33,0.107715631,13.5,74828,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74828
LAB,Reserva,Lisboa,Portugal,2017,Red wine,Casa Santos Lima,750,79,105.33,0.132915599,14,74312,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74312
LAB,Reserva,Lisboa,Portugal,2017,Red wine,Casa Santos Lima,3000,199,66.33,0.211065883,14,74312,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74312
Rustenberg,Chardonnay,Western Cape,South Africa,2017,White wine,Rustenberg Estate,750,168,224,0.060267857,13.5,2885,NA,9,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=2885
Domaine Gentile,Patrimonio,Korsika,France,2011,Red wine,Domaine Gentile,750,209,278.67,0.048444397,13.5,74715,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74715
Domaine Sauveroy,St Lambert Vieilles Vignes,Loiredalen,France,2013,White wine,Domaine du Sauveroy,750,198,264,0.049242424,13,78038,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78038
Dolcetto d'Alba,Aurelio Settimo,Piemonte,Italy,2016,Red wine,Az. Vitivinicola Aurelio Settimo,750,162,216,0.055555556,12,78044,NA,6,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78044
Les 3 Chevaliers,NA,Frankrike sydväst,France,2011,Red wine,Plaimont Producteurs,750,119,158.67,0.085082246,13.5,78051,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78051
Vernaccia di San Gimignano,Riserva,Toscana,Italy,2014,White wine,Palagetto,750,177,236,0.055084746,13,78059,NA,6,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=78059
Falling Feather,Ruby Cabernet,NA,US,NA,Red wine,Arcus Wine Brands,750,89,118.67,0.101120755,12,72972,NA,6,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72972
Riviera Ligure di Ponente,Pigato,Ligurien,Italy,2017,White wine,Durin,750,162,216,0.060185185,13,78060,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78060
Falling Feather,Ruby Cabernet,NA,US,NA,Red wine,Arcus Wine Brands,3000,239,79.67,0.150621313,12,72972,NA,6,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72972
Heartwood,Organic Wine Zinfandel,Apulien,Italy,2018,Red wine,Icon Wines,750,89,118.67,0.113760849,13.5,80419,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=80419
The Velvet Devil,Merlot,Washington State,US,2016,Red wine,Charles Smith Wines,750,139,185.33,0.072843037,13.5,78063,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78063
Jean Biecher,Pinot Gris,Alsace,France,2017,White wine,Jean Biecher,750,99,132,0.09469697,12.5,81401,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=81401
Vinistella,La Passione,Sicilien,Italy,2018,Red wine,ViniMundi,750,79,105.33,0.128168613,13.5,81603,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=81603
Château Le Fage,Rosé,Frankrike sydväst,France,2015,Rosé wine,Gérardin,750,115,153.33,0.078262571,12,78066,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78066
Domaine de Mayrac,Enigma,Languedoc-Roussillon,France,2007,Red wine,Domaine De Mayrac,750,450,600,0.024166667,14.5,76616,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76616
Forster,Riesling QbA Trocken Reichsrat von Buhl,Pfalz,Germany,2013,White wine,Reichsrat von Buhl,750,159,212,0.056603774,12,5478,NA,9,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=5478
Turkey Flat,Rosé,South Australia,Australia,2017,Rosé wine,Turkey Flat Vineyards,750,159,212,0.061320755,13,92127,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=92127
Bret Brothers,Pouilly-Loché Climat La Cologne,Bourgogne,France,2015,White wine,Bret Brothers,750,495,660,0.021212121,14,79159,NA,8,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=79159
Bret Brothers,Mâcon-Chardonnay Climat Les Crays,Bourgogne,France,2015,White wine,Bret Brothers,750,341,454.67,0.029691864,13.5,70001,NA,8,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=70001
Petit Bernat,Blanc,Katalonien,Spain,2014,White wine,Oller del Mas,750,135,180,0.066666667,12,79161,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79161
Quinta de Couselo,Selección,Galicien,Spain,2014,White wine,Quinta Couselo S.L.,750,239,318.67,0.039225531,12.5,92162,NA,8,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=92162
Clos d'Agon,Amic Blanc,Katalonien,Spain,2016,White wine,Clos d'Agon,750,179,238.67,0.054468513,13,79368,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79368
Clos d'Agon,Amic Tinto,Katalonien,Spain,2015,Red wine,Clos d'Agon,750,195,260,0.055769231,14.5,76474,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76474
Lakeview,Sauvignon Blanc,Ontario,Canada,2016,White wine,Diamond Estates Winery,750,198,264,0.047348485,12.5,71583,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71583
Fresh Beginnings,Muscato,Ontario,Canada,2016,White wine,Diamond Estates Winery,750,173,230.67,0.054189968,12.5,79259,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79259
Chianti Classico,Nozzole La Forra,Toscana,Italy,2013,Red wine,Ambrogio e Giovanni Folonari,750,249,332,0.042168675,14,70026,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70026
Cabreo,La Pietra,Toscana,Italy,2016,White wine,Ambrogio e Giovanni Folonari,750,299,398.67,0.035116763,14,76732,NA,8,6,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76732
Bourgogne Blanc,Château Fuissé,Bourgogne,France,2017,White wine,Château Fuissé,750,199,265.33,0.052764482,14,78612,NA,7,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=78612
Château Rollan de By,NA,Bordeaux,France,2014,Red wine,Domaine Rollan de By,750,269,358.67,0.037639055,13.5,70458,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70458
Saint-Véran,Domaine de la Croix Senaillet,Bourgogne,France,2017,White wine,Richard & Stéphane Martin,750,149,198.67,0.065435144,13,5222,NA,8,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=5222
Steinschaden,Grüner Veltliner,Niederösterreich,Austria,2018,White wine,Steinschaden,750,84,112,0.111607143,12.5,4320,NA,6,7,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=4320
Sancerre,Langlois-Chateau,Loiredalen,France,2016,White wine,Langlois-Chateau,750,199,265.33,0.045226699,12,71846,NA,7,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=71846
Rosé d'Enfer,NA,Frankrike sydväst,France,2018,Rosé wine,Plaimont Producteurs,750,119,158.67,0.075628663,12,71378,NA,3,7,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=71378
Ser Lapo,Riserva,Toscana,Italy,2013,Red wine,Marchesi Mazzei,375,85,226.67,0.057352098,13,2208,NA,7,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=2208
Anthos,NA,Rioja,Spain,2006,Red wine,Bodegas y Viñedos Alvar,750,1045,1393.33,0.010047871,14,72757,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72757
Barco Reale di Carmignano,NA,Toscana,Italy,2015,Red wine,Tenuta di Capezzana,750,179,238.67,0.056563456,13.5,72063,NA,7,4,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72063
Gevrey-Chambertin La Justice,Domaine René Bouvier,Bourgogne,France,2017,Red wine,Domaine René Bouvier,750,479,638.67,0.0203548,13,5395,NA,7,6,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=5395
Château Arricau-Bordes,NA,Frankrike sydväst,France,2014,Red wine,Plaimont Producteurs,750,215,286.67,0.050580807,14.5,72282,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72282
Monna Nera,Toscana,Toscana,Italy,2015,Red wine,Tenuta di Capezzana,750,149,198.67,0.065435144,13,73623,NA,6,4,3,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73623
W2,Riesling Pinot Gris,Alsace,France,2016,White wine,Wolfberger,750,149,198.67,0.062918407,12.5,78078,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78078
Dom d'Oustric Cuvée Léo,NA,Languedoc-Roussillon,France,2012,Red wine,Bernard Magrez,750,111,148,0.084459459,12.5,73065,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73065
Brunello di Montalcino,La Fuga,Toscana,Italy,2013,Red wine,Folonari,750,299,398.67,0.035116763,14,12330,NA,8,6,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=12330
Chateau Lamothe Blanc,Bordeaux,Bordeaux,France,2015,White wine,Château Lamothe,750,141,188,0.066489362,12.5,73070,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73070
Chateau Lamothe Rouge,Bordeaux,Bordeaux,France,2015,Red wine,Château Lamothe,750,130,173.33,0.077886113,13.5,73071,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73071
Rickety Bridge,Chardonnay,Western Cape,South Africa,2013,White wine,Rickety Bridge Private Cellar,750,156,208,0.064903846,13.5,73329,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73329
Château Ksara,Blanc de Blancs,Bekaa,Lebanon,2013,White wine,Château Ksara,750,129,172,0.075581395,13,78085,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78085
Château Ksara,Reserve du Couvent,Bekaa,Lebanon,2015,Red wine,Château Ksara,750,119,158.67,0.085082246,13.5,78086,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78086
Château Ksara,Cabernet Sauvignon,Bekaa,Lebanon,2011,Red wine,Château Ksara,750,199,265.33,0.050880036,13.5,78087,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78087
Château Ksara,Chateau,Bekaa,Lebanon,2013,Red wine,Château Ksara,750,189,252,0.053571429,13.5,78088,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78088
JP Chenet,Medium Sweet,Languedoc-Roussillon,France,2015,White wine,Les Grands Chais de France,750,79,105.33,0.104433685,11,74376,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74376
Musella,Ripasso Superiore,Venetien,Italy,2013,Red wine,Musella,750,199,265.33,0.050880036,13.5,78094,NA,5,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=78094
Trimbach,Riesling Cuvée Frédéric Émile,Alsace,France,2010,White wine,Trimbach,1500,979,652.67,0.020684266,13.5,78096,NA,8,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=78096
Bertani,Valpolicella Ripasso,Venetien,Italy,2014,Red wine,Bertani,750,174,232,0.058189655,13.5,74280,NA,8,9,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74280
Trimbach,Gewurztraminer Cuvée des Seigneurs de Ribeaupierre,Alsace,France,2012,White wine,Trimbach,750,319,425.33,0.032915618,14,74171,NA,8,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=74171
Gérard Bertrand,Gris Blanc,Languedoc-Roussillon,France,2018,Rosé wine,Gérard Bertrand,1500,230,153.33,0.081523511,12.5,70419,NA,9,8,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=70419
Senteurs des Vignes,Albert Mann,Alsace,France,2016,White wine,Albert Mann,750,179,238.67,0.05237357,12.5,74955,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74955
Lasse Stefanz,Rosé,Venetien,Italy,2016,Rosé wine,Luigi Righetti,750,103,137.33,0.087380762,12,78126,NA,6,4,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78126
D'Alamel,Chardonnay,NA,Chile,2014,White wine,Lapostolle,750,104,138.67,0.097353429,13.5,78129,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78129
D'Alamel,Merlot,NA,Chile,2014,Red wine,Lapostolle,750,104,138.67,0.097353429,13.5,78130,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78130
Maculan,Brentino,Venetien,Italy,2015,Red wine,Maculan,750,199,265.33,0.050880036,13.5,78131,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78131
Maculan,Vespaiolo,Venetien,Italy,2015,White wine,Maculan,750,174,232,0.051724138,12,78132,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78132
Château Tassin,Bordeaux Supérieur,Bordeaux,France,2015,Red wine,Maison Sichel,750,149,198.67,0.06795188,13.5,78133,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78133
Château Argadens,NA,Bordeaux,France,2015,White wine,Maison Sichel,750,144,192,0.067708333,13,78134,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78134
Akakies,Rosé,Makedonien,Greece,2016,Rosé wine,Kir-Yianni Estate,750,105,140,0.089285714,12.5,78135,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78135
Dolle,Riesling Strassertal,Niederösterreich,Austria,2015,White wine,Weingut Peter Dolle,750,149,198.67,0.060401671,12,78137,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78137
Dolle,Grüner Veltliner Strassertal,Niederösterreich,Austria,2015,White wine,Weingut Peter Dolle,750,144,192,0.065104167,12.5,78138,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78138
Eve,Chardonnay,Washington State,US,2013,White wine,Charles Smith Wines,750,139,185.33,0.070145146,13,78141,NA,7,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78141
Fritz Haag,Riesling,Mosel,Germany,2015,White wine,Fritz Haag,750,159,212,0.051886792,11,78149,NA,8,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=78149
Barbera d'Alba,Broccardo,Piemonte,Italy,2013,Red wine,Acienda Agricola Filippo Broccardo,750,184,245.33,0.055027922,13.5,78153,NA,7,8,4,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78153
Langhe,Nebbiolo Broccardo,Piemonte,Italy,2013,Red wine,Acienda Agricola Filippo Broccardo,750,183,244,0.057377049,14,78154,NA,8,7,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78154
