"","Artikelid","Namn","Namn2","Prisinklmoms","Volymiml","PrisPerLiter","Varugrupp","Typ","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Argang","Alkoholhalt","Ekologisk","Etiskt","EtisktEtikett","Koscher","RavarorBeskrivning","APK"
"10100",943071,"Castillo de Alicante","Red",85,750,113.33,"Rött vin","","Flaska","Skruvkapsyl","Valencia","Spanien","Bocopa",2014,"13.00%",1,0,"",0,"85% monastrell, 10% cabernet sauvignon och 5% merlot.",0.114709256154593
"10101",9435276,"Månsken","",247,700,352.86,"Vodka och Brännvin","Brännvin","Flaska","","Gävleborgs län","Sverige","Bollnäs Bryggeri & Bränneri AB",NA,"33.00%",0,0,"",0,"",0.0935215099472879
"10102",9435991,"Weingut Ansgar Clüsserath","Trittenheimer Apotheke Riesling Kabinett",229,750,305.33,"Vitt vin","","Flaska","","Mosel","Tyskland","Weingut Ansgar Clüsserath",2016,"8.00%",0,0,"",0,"",0.0262011594013035
"10103",9435992,"Julian Haart","Riesling",198,750,264,"Vitt vin","","Flaska","","Mosel","Tyskland","Weingut Julian Haart",2015,"10.50%",0,0,"",0,"",0.0397727272727273
"10104",9435995,"Julian Haart","Piesporter Riesling",298,750,397.33,"Vitt vin","","Flaska","","Mosel","Tyskland","Weingut Julian Haart",2015,"13.00%",0,0,"",0,"",0.0327183952885511
"10105",9435996,"Julian Haart","Piesporter Goldtröpfchen Spätlese Riesling",323,750,430.67,"Vitt vin","","Flaska","","Mosel","Tyskland","Weingut Julian Haart",2014,"7.50%",0,0,"",0,"",0.0174147258922145
"10106",9435997,"Julian Haart","Wintricher Ohligsberg Spätlese Riesling",379,750,505.33,"Vitt vin","","Flaska","","Mosel","Tyskland","Weingut Julian Haart",2014,"8.00%",0,0,"",0,"",0.0158312389923416
"10107",9435999,"Dom Rafael","",129,750,172,"Rött vin","","Flaska","","Alentejo","Portugal","Herdade do Mouchão",2014,"14.00%",0,0,"",0,"",0.0813953488372093
"10108",9437509,"Raoul Clerget","Côte de Nuits-Villages",107,375,285.33,"Rött vin","Kryddigt & Mustigt","Flaska","Naturkork","Bourgogne","Frankrike","Les Grands Chais de France",2017,"13.50%",0,0,"",0,"Pinot noir.",0.0473136368415519
"10109",9437965,"Izakaya","White",85,750,113.33,"Vitt vin","","Flaska","","","Portugal","WA Wine AB",2016,"12.00%",0,0,"",0,"",0.105885467219624
"10110",9437966,"Mionetto","Prestige Rosé",89,750,118.67,"Mousserande vin","Rosé","Flaska","","Venetien","Italien","Mionetto SPA",NA,"11.50%",0,0,"",0,"",0.0969073902418471
"10111",9437967,"Patz & Hall","Dutton Ranch Chardonnay",489,750,652,"Vitt vin","","Flaska","","Kalifornien","USA","Patz & Hall Wine",2015,"14.50%",0,0,"",0,"",0.022239263803681
"10112",9437968,"Patz & Hall","Sonoma Coast Pinot Noir",499,750,665.33,"Rött vin","","Flaska","","Kalifornien","USA","Patz & Hall Wine",2014,"15.00%",0,0,"",0,"",0.0225452031322802
"10113",9437969,"Patz & Hall","Hyde Vineyard Pinot Noir",749,750,998.67,"Rött vin","","Flaska","","Kalifornien","USA","Patz & Hall Wine",2014,"15.00%",0,0,"",0,"",0.0150199765688366
"10114",9437970,"Patz & Hall","Hyde Vineyard Chardonnay",689,750,918.67,"Vitt vin","","Flaska","","Kalifornien","USA","Patz & Hall Wine",2014,"14.50%",0,0,"",0,"",0.0157836872870563
"10115",9437972,"Pierre Moncuit","Hugues de Coulmet Blanc de Blancs Brut",495,750,660,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Pierre Moncuit",NA,"12.00%",0,0,"",0,"",0.0181818181818182
"10116",9437973,"Pierre Moncuit","Brut Millésime",689,750,918.67,"Mousserande vin","Torrt vitt","Flaska","","","Frankrike","Pierre Moncuit",2006,"12.00%",0,0,"",0,"",0.0130623618927362
"10117",944564,"Domaine de Verquière","Rasteau",147,750,196,"Rött vin","Kryddigt & Mustigt","Flaska","Natur","Rhonedalen","Frankrike","Domaine de Verquière",2016,"14.50%",1,0,"",0,"70% grenache och 30% syrah.",0.0739795918367347
"10118",945167,"Gustave Lorentz","Evidence Pinot Gris",139,750,185.33,"Vitt vin","Druvigt & Blommigt","Flaska","Natur","Alsace","Frankrike","Gustave Lorentz",2016,"13.50%",1,0,"",0,"",0.0728430367452652
"10119",945215,"Yalumba","Organic Shiraz",149,750,198.67,"Rött vin","","Flaska","Natur","South Australia","Australien","Yalumba",2016,"14.00%",1,0,"",0,"",0.0704686162983843
"10120",945255,"Torres Conde de Superunda","",599,750,798.67,"Rött vin","","Flaska","","Valle Central","Chile","Miguel Torres",2009,"14.00%",0,0,"",0,"",0.0175291421989057
"10121",945381,"Juno Rosé","",209,3000,69.67,"Rosévin","Fruktigt & Smakrikt","Box","Vingtapp","Western Cape","Sydafrika","Cape Wine Company",2017,"12.50%",0,1,"Fairtrade",0,"Pinotage, cinsaut och cabernet sauvignon.",0.179417252763026
"10122",945977,"Pata Negra","Reserva",109,750,145.33,"Rött vin","Kryddigt & Mustigt","Flaska","","Rioja","Spanien","J Garcia Carrion",2013,"13.50%",0,0,"",0,"Tempranillo, graciano och mazuelo.",0.0928920388082295
"10123",946130,"King Estate","Signature Pinot Noir",199,750,265.33,"Rött vin","","Flaska","","Oregon","USA","King Estate",2012,"13.50%",0,0,"",0,"",0.0508800361813591
"10124",946301,"Sancerre","Le Rochoy",229,750,305.33,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Domaine Laporte",2017,"13.50%",1,0,"",0,"",0.0442144564896997
"10125",946355,"Sancerre","Le Grand Rochoy",279,750,372,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Domaine Laporte",2015,"13.50%",1,0,"",0,"",0.0362903225806452
"10126",946428,"Scaia","Garganega Chardonnay",125,750,166.67,"Vitt vin","","Flaska","","Venetien","Italien","Tenuta Sant' Antonio",2017,"12.50%",0,0,"",0,"",0.0749985000299994
"10127",946518,"Juliénas","Domaine De La Conseillère",237,750,316,"Rött vin","","Flaska","","Bourgogne","Frankrike","J.J Vincent & Fils",2015,"14.00%",0,0,"",0,"",0.0443037974683544
"10128",947313,"Bodvár","N°7 Rosé",129,750,172,"Rosévin","","Flaska","","","Frankrike","Bodvár House of Rosé",2017,"12.50%",0,0,"",0,"",0.0726744186046512
"10129",947322,"Bodvár","N°7 Rosé",281,1500,187.33,"Rosévin","","Magnum","","","Frankrike","Bodvár House of Rosé",2017,"12.50%",0,0,"",0,"",0.0667271659638072
"10130",947342,"Langhe","Nebbiolo Montegrilli",218,750,290.67,"Rött vin","","Flaska","","Piemonte","Italien","Elvio Cogno",2014,"13.50%",0,0,"",0,"",0.0464444215089276
"10131",947630,"The Econic","Zinfandel",319,3000,106.33,"Rött vin","Fruktigt & Smakrikt","Box","Tryckknapp front","Kalifornien","USA","Bonterra Vineyards",2016,"15.00%",1,0,"",0,"Zinfandel.",0.141070252985987
"10132",949073,"Antiche Terre Venete","Valpolicella",99,750,132,"Rött vin","Mjukt & Bärigt","Flaska","Naturkork","Venetien","Italien","Antiche Terre Venete",2018,"12.50%",0,0,"",0,"80% corvina och 20% rondinella.",0.0946969696969697
"10133",949084,"Montirius","Terre des Aînés",251,750,334.67,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine Montirius",2013,"13.50%",1,0,"",0,"",0.0403382436429916
"10134",949141,"Les Cigales de Montirius","",139,750,185.33,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine Montirius",2017,"14.00%",1,0,"",0,"",0.0755409269950898
"10135",949145,"Urban Deli","Cava",109,750,145.33,"Mousserande vin","","Flaska","","Cava","Spanien","Cellar Mas Oliver",NA,"11.50%",0,0,"",0,"",0.0791302552810844
"10136",949181,"Whispering Angel","",2495,6000,415.83,"Rosévin","","Flaska","","Provence","Frankrike","Chateau D`Esclans",2017,"13.50%",0,0,"",0,"",0.0324651901017243
"10137",949610,"Jacob´s Creek","Wah Red",97,750,129.33,"Rött vin","","Flaska","","South Eastern Australia","Australien","Jacob's Creek Wines",2016,"14.20%",0,0,"",0,"",0.109796644243408
"10138",949713,"Rocca di Montemassi","Governo",89,750,118.67,"Rött vin","Fruktigt & Smakrikt","Flaska","Natur","Toscana","Italien","Rocca di Montemassi",2016,"13.50%",0,0,"",0,"Sangiovese, canaiolo och colorino.",0.113760849414342
"10139",950037,"Bourgogne Blanc","Henri Boillot",299,750,398.67,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Henri Boillot",2015,"13.50%",0,0,"",0,"",0.0338625931221311
"10140",950286,"Birichino","Saint Georges Zinfandel",269,750,358.67,"Rött vin","","Flaska","","Kalifornien","USA","Birichino Wines",2016,"13.50%",0,0,"",0,"",0.0376390553991134
"10141",950326,"D Aurum","Dill Aquavit Dild",279,500,558,"Akvavit och Kryddat brännvin","Akvavit","Flaska","","","Danmark","Hans Just",NA,"40.00%",0,0,"",0,"",0.0716845878136201
"10142",950329,"Plaisir De Vigne","Grenache",85,750,113.33,"Rosévin","","Flaska","","Languedoc-Roussillon","Frankrike","Les Grand Chais de France",2014,"12.50%",1,0,"",0,"",0.110297361687108
"10143",950349,"Villa Righetti","Rosé",92,750,122.67,"Rosévin","","Flaska","","Venetien","Italien","Luigi Righetti",2014,"12.50%",0,0,"",0,"",0.101899404907475
"10144",950374,"D Argentum","Dill Aquavit Dild",279,500,558,"Akvavit och Kryddat brännvin","Akvavit","Flaska","","","Danmark","Hans Just",NA,"40.00%",0,0,"",0,"",0.0716845878136201
"10145",950604,"Domaine Horgelus","Rosé",110,750,146.67,"Rosévin","","Flaska","","Frankrike sydväst","Frankrike","Domaine Horgelus/Earl Haut Cassou",2017,"11.50%",0,0,"",0,"",0.0784073089247972
"10146",950614,"Domaine Horgelus","Sauvignon Gros Manseng",110,750,146.67,"Vitt vin","","Flaska","","Frankrike sydväst","Frankrike","Domaine Horgelus/Earl Haut Cassou",2017,"12.00%",0,0,"",0,"",0.0818163223563101
"10147",951547,"Fontanafredda","Barbaresco",249,750,332,"Rött vin","","Flaska","Natur","Piemonte","Italien","Fontanafredda",2013,"13.50%",0,0,"",0,"Nebbiolo.",0.0406626506024096
"10148",9516393,"Cónclave","Reserva",377,750,502.67,"Rött vin","","Flaska","","Rioja","Spanien","Bodegas San Prudencio S.A.",2011,"13.50%",0,0,"",0,"",0.0268565858316589
"10149",9516395,"Les Pierres Noires","Maupertius",252,750,336,"Rött vin","","Flaska","","","Frankrike","Jean Maupertuis",2017,"12.00%",0,0,"",0,"",0.0357142857142857
"10150",9516397,"Birgit Braunstein","Pinot Blanc",169,750,225.33,"Vitt vin","","Flaska","","Burgenland","Österrike","Birgit Braunstein",2015,"13.00%",1,0,"",0,"",0.057693161141437
"10151",9516398,"Birgit Braunstein","Blaufränkisch Leithaberg",299,750,398.67,"Rött vin","","Flaska","","Burgenland","Österrike","Birgit Braunstein",2012,"14.00%",1,0,"",0,"",0.0351167632377656
"10152",9516399,"Birgit Braunstein","Chardonnay Felsenstein",179,750,238.67,"Vitt vin","","Flaska","","Burgenland","Österrike","Birgit Braunstein",2017,"13.00%",1,0,"",0,"",0.0544685130095948
"10153",9516400,"Birgit Braunstein","Pinot vom Berg",189,750,252,"Rött vin","","Flaska","","Burgenland","Österrike","Birgit Braunstein",2016,"13.00%",1,0,"",0,"",0.0515873015873016
"10154",9516403,"Côtes du Rhône Village","Excellence",159,750,212,"Vitt vin","","Flaska","","Rhonedalen","Frankrike","Laudun & Chusclan Vignerons",2015,"14.50%",0,0,"",0,"",0.0683962264150943
"10155",9516404,"Côtes du Rhône Village Laudun","Clos de Taman",145,750,193.33,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Laudun & Chusclan Vignerons",2015,"14.00%",0,0,"",0,"",0.0724150416386489
"10156",9516405,"Jean Claude Gueth","Harmonie",176,750,234.67,"Vitt vin","","Flaska","","Alsace","Frankrike","Jean Claude Gueth",2014,"12.50%",0,0,"",0,"",0.0532662888311246
"10157",9516406,"Godelia","Cuvée Brut Reserva",173,750,230.67,"Mousserande vin","Torrt vitt","Flaska","","","Spanien","Bodegas Godelia",NA,"12.50%",0,0,"",0,"",0.0541899683530585
"10158",951724,"Barone Montalto","Nero d'Avola Passivento",249,3000,83,"Rött vin","","Box","Vingtapp","Sicilien","Italien","Barone Montalto",2018,"14.00%",0,0,"",0,"Nero d'avola.",0.168674698795181
"10159",952233,"Chablis","Grand Cru Les Preuses Clotilde Davenne",599,750,798.67,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Clotilde Davenne",2011,"13.50%",0,0,"",0,"",0.0169031014060876
"10160",952289,"Grande Cuvée Madame","",149,750,198.67,"Rosévin","Friskt & Bärigt","Flaska","","Provence","Frankrike","Contemporary Wines AB",2015,"13.00%",0,0,"",0,"",0.0654351437056425
"10161",952308,"Château des Annereaux","Lalande de Pomerol",199,750,265.33,"Rött vin","","Flaska","","Bordeaux","Frankrike","Chateau des Anneraux",2011,"12.50%",1,0,"",0,"",0.0471111446123695
"10162",952572,"Chablis","J Moreau & Fils",189,750,252,"Vitt vin","","Flaska","Skruvkapsyl","Bourgogne","Frankrike","J Moreau & Fils",2017,"12.50%",0,0,"",0,"",0.0496031746031746
"10163",952668,"Paul Goerg","Blanc de Blancs Premier Cru Brut",438,750,584,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Paul Goerg",NA,"12.00%",0,0,"",0,"",0.0205479452054795
"10164",952953,"Le Tap","Bergerac Sec",141,750,188,"Vitt vin","","Flaska","","Frankrike sydväst","Frankrike","Ch. Le Tap",2013,"12.50%",1,0,"",0,"",0.0664893617021277
"10165",953638,"Le Contesse","Prosecco Treviso Organic Brut",109,750,145.33,"Mousserande vin","Torrt vitt","Flaska","","Venetien","Italien","Le Contesse",NA,"11.00%",1,0,"",0,"Glera.",0.0756898093992981
"10166",9547204,"Steinreich","Riesling",278,750,370.67,"Vitt vin","","Flaska","","Mosel","Tyskland","Weingut Ansgar Clüsserath",2016,"11.00%",0,0,"",0,"",0.029675992122373
"10167",9547205,"Vom Schifer","Riesling",184,750,245.33,"Vitt vin","","Flaska","","Mosel","Tyskland","Weingut Ansgar Clüsserath",2016,"11.00%",0,0,"",0,"",0.0448375657277952
"10168",9547206,"Alfred Gratien","Cuvée Paradis Brut",649,750,865.33,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Alfred Gratien",2013,"12.50%",0,0,"",0,"",0.0144453561069187
"10169",9547207,"Kirchberg","Riesling Gran Cru",309,750,412,"Vitt vin","","Flaska","","Alsace","Frankrike","Cave de Ribeauvillé",2014,"12.50%",0,0,"",0,"",0.0303398058252427
"10170",9547208,"Corps de Loup","Viognier",189,750,252,"Vitt vin","","Flaska","","Rhonedalen","Frankrike","Corps de Loup",2016,"13.00%",0,0,"",0,"",0.0515873015873016
"10171",9547209,"Bourgogne","Chardonnay",278,750,370.67,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Domaine Pascal Prunier Bonheur",2013,"13.00%",0,0,"",0,"",0.0350716270537135
"10172",9547220,"Ca' del Sette","Prosecco Extra Dry",110,750,146.67,"Mousserande vin","Torrt vitt","Flaska","","Venetien","Italien","Ca' Del Sette",NA,"11.00%",0,0,"",0,"",0.0749982954932843
"10173",9547221,"Mionetto","Prosecco Luxury",99,750,132,"Mousserande vin","Torrt vitt","Flaska","","Venetien","Italien","Mionetto SPA",NA,"11.00%",0,0,"",0,"Glera.",0.0833333333333333
"10174",9547223,"Château La Lagune","Haut-Médoc Grand Cru",995,750,1326.67,"Rött vin","","Flaska","","Bordeaux","Frankrike","Château La Lagune",2009,"14.00%",0,0,"",0,"",0.0105527373046801
"10175",9547485,"Castel del Monte Riserva","Ragaletti",119,750,158.67,"Rött vin","Kryddigt & Mustigt","Flaska","Naturkork","Apulien","Italien","The Company of Urban wines And Other Liquids Sweden AB",2008,"13.50%",0,0,"",0,"Nero di troia.",0.0850822461712989
"10176",954899,"Moscato d'Asti","La Gatta",162,750,216,"Vitt vin","Sött","Flaska","","Piemonte","Italien","Vite Colte",2018,"5.00%",0,0,"",0,"",0.0231481481481481
"10177",955340,"Tavel","La Forcadière",147,750,196,"Rosévin","","Flaska","","Rhonedalen","Frankrike","Domaine Maby",2011,"14.00%",0,0,"",0,"",0.0714285714285714
"10178",9555925,"Terra d'hom","",382,750,509.33,"Rött vin","","Flaska","","Katalonien","Spanien","Celler Ardévol",2012,"15.00%",0,0,"",0,"",0.0294504545186814
"10179",9555926,"Clos Perraud","Muscadet Sevre et Maine Sur Lie",151,750,201.33,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Vignoble Huteau Boulanger",2014,"12.00%",0,0,"",0,"",0.0596036358217851
"10180",9555939,"Vivanco","Reserva",405,1500,270,"Rött vin","","Magnum","","Rioja","Spanien","Vivanco",2012,"14.00%",0,0,"",0,"",0.0518518518518519
"10181",9555940,"Vivanco","Crianza",1262,5000,252.4,"Rött vin","","Flaska","","Rioja","Spanien","Vivanco",2013,"13.50%",0,0,"",0,"",0.053486529318542
"10182",9555943,"Vivanco","Reserva",1555,5000,311,"Rött vin","","Flaska","","Rioja","Spanien","Vivanco",2012,"14.00%",0,0,"",0,"",0.045016077170418
"10183",9555944,"Vivanco","Crianza",346,1500,230.67,"Rött vin","","Magnum","","Rioja","Spanien","Vivanco",2014,"13.50%",0,0,"",0,"",0.0585251658213032
"10184",9555945,"Côtes du Rhône","Grande Réserve",151,750,201.33,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Accordini Igino",2016,"13.50%",0,0,"",0,"",0.0670540902995083
"10185",9555946,"Soave","Classico Montresor",161,750,214.67,"Vitt vin","","Flaska","","Venetien","Italien","Giacomo Montresor",2016,"12.50%",0,0,"",0,"",0.0582289094889831
"10186",9555947,"Capitel della Crosara","Ripasso",198,750,264,"Rött vin","","Flaska","","Venetien","Italien","Giacomo Montresor",2015,"14.00%",0,0,"",0,"",0.053030303030303
"10187",9555948,"Pinot Gris Organic","Cave de Ribeauvillé",221,750,294.67,"Vitt vin","","Flaska","","Alsace","Frankrike","Cave de Ribeauvillé",2015,"14.00%",1,0,"",0,"",0.0475107747649913
"10188",9555958,"Person","L'Audacieuse Brut",735,1500,490,"Mousserande vin","Torrt vitt","Magnum","","Champagne","Frankrike","Champagne Person",NA,"12.00%",0,0,"",0,"",0.0244897959183673
"10189",9555959,"Izakaya Red","",85,750,113.33,"Rött vin","","Flaska","","Península de Setúbal","Portugal","WA Wine AB",2015,"14.50%",0,0,"",0,"",0.127944939557046
"10190",9556024,"Moncaro","Organic White",129,1500,86,"Vitt vin","Friskt & Fruktigt","Box","Tappkran knapp","Sicilien","Italien","Cantine Paolino",2018,"13.00%",1,0,"",0,"Catarratto, zibibbo, grillo och grecanico.",0.151162790697674
"10191",955764,"Châteauneuf du Pape","Blanc",329,750,438.67,"Vitt vin","","Flaska","","Rhonedalen","Frankrike","Domaine Pierre Usseglio",2016,"13.50%",0,0,"",0,"",0.0307748421364579
"10192",955806,"Le7","Rosé",224,750,298.67,"Mousserande vin","Rosé","Flaska","","","Frankrike","Domaine du Fontenay",NA,"8.00%",0,0,"",0,"",0.0267854153413466
"10193",9560,"Moët & Chandon","",2835,3000,945,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Moët & Chandon",NA,"12.00%",0,0,"",0,"",0.0126984126984127
"10194",9561,"Moët & Chandon","",5619,6000,936.5,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Moët & Chandon",NA,"12.00%",0,0,"",0,"",0.0128136679124399
"10195",956509,"Château Capet-Guillier","",405,750,540,"Rött vin","","Flaska","","Bordeaux","Frankrike","Antoine Moueix",2014,"13.50%",0,0,"",0,"",0.025
"10196",956526,"Classic Style","Organic Blauer Zweigelt",130,750,173.33,"Rött vin","","Flaska","","Burgenland","Österrike","Sepp Moser",2017,"12.50%",1,0,"",0,"",0.0721167714763745
"10197",957392,"Rabl","Riesling Langenlois",139,750,185.33,"Vitt vin","","Flaska","","Niederösterreich","Österrike","Weingut Rabl",2018,"12.50%",0,0,"",0,"",0.0674472562456159
"10198",957433,"Rabl","Grüner Veltliner Langenlois",139,750,185.33,"Vitt vin","","Flaska","","Niederösterreich","Österrike","Weingut Rabl",2018,"12.50%",0,0,"",0,"",0.0674472562456159
"10199",957458,"Poggio Nero","Sangiovese",108,750,144,"Rött vin","","Flaska","","Toscana","Italien","Nordic Sea Winery",2014,"13.00%",1,0,"",0,"",0.0902777777777778
"10200",957471,"Ruppertsberger","Imperial Riesling",99,750,132,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Pfalz","Tyskland","Ruppertsberger Weinkeller Hoheburg eG",2018,"13.50%",0,0,"",0,"Riesling.",0.102272727272727
"10201",957991,"Sancerre","Les Grandmontains",199,750,265.33,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Domaine Laporte",2017,"13.00%",1,0,"",0,"",0.0489955903968643
"10202",958699,"Haedus","Rosé",133,750,177.33,"Rosévin","","Flaska","Syntetkork","Provence","Frankrike","Ch. Ferry Lacombe",2018,"12.00%",0,0,"",0,"",0.0676704449331754
"10203",958883,"Blue Nun","",31,250,124,"Vitt vin","","Flaska","Skruvkapsyl","Rheinhessen","Tyskland","Langguth Erben",2016,"8.50%",0,0,"",0,"",0.0685483870967742
"10204",958893,"21 Gables","Cabernet Sauvignon",199,750,265.33,"Rött vin","Stramt & Nyanserat","Flaska","","Western Cape","Sydafrika","Spier Wines",2013,"14.50%",0,0,"",0,"",0.0546489277503486
"10205",958897,"Saint Clair","Vicar's Choice Pinot Gris Riesling Gewürztraminer",89,750,118.67,"Vitt vin","","Flaska","Skruvkapsyl","Marlborough","Nya Zeeland","Saint Clair Family Estate",2015,"12.00%",0,0,"",0,"",0.101120755034971
"10206",959216,"Cuvée Laura","Côtes du Rhône",135,750,180,"Vitt vin","","Flaska","","Rhonedalen","Frankrike","Domaine Roger Perrin",2017,"13.50%",0,0,"",0,"",0.075
"10207",959572,"Le Mesnil","Grand Cru Brut Blanc de Blancs",420,750,560,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Champagne Le Mesnil",NA,"12.50%",0,0,"",0,"",0.0223214285714286
"10208",959648,"Mangiacane","Gran Selezione, Chianti Classico",248,750,330.67,"Rött vin","","Flaska","","Toscana","Italien","Villa Mangiacane",2013,"15.00%",0,0,"",0,"",0.0453624459430853
"10209",959745,"JP Chenet","ICE Sparkling Rosé",74,750,98.67,"Mousserande vin","Rosé","Flaska","Natur","","Frankrike","Les Grands Chais de France",NA,"11.00%",0,0,"",0,"",0.111482720178372
"10210",959759,"Palmer","Brut Réserve",699,1500,466,"Mousserande vin","Torrt vitt","Magnum","","Champagne","Frankrike","Palmer & Co",NA,"12.00%",0,0,"",0,"",0.0257510729613734
"10211",960093,"Groot Constantia","Chardonnay",169,750,225.33,"Vitt vin","","Flaska","","Western Cape","Sydafrika","Groot Constantia Estate",2014,"13.00%",0,0,"",0,"",0.057693161141437
"10212",960148,"Barbera d'Asti","Rosso Fuoco",169,750,225.33,"Rött vin","","Flaska","","Piemonte","Italien","Vite Colte",2018,"13.50%",1,0,"",0,"",0.0599121288776461
"10213",960166,"Castello d'Albola","Chianti Classico Riserva",197,750,262.67,"Rött vin","","Flaska","","Toscana","Italien","Castello d'Albola",2014,"13.50%",0,0,"",0,"",0.0513952868618419
"10214",960353,"Lidköping Vit","Rheingau",120,750,160,"Vitt vin","Friskt & Fruktigt","Flaska","","Rheingau","Tyskland","Markus Lundén & Cie",2016,"12.00%",0,0,"",0,"Riesling.",0.075
"10215",960381,"Rocca di Montemassi","",299,750,398.67,"Rött vin","","Flaska","","Toscana","Italien","Rocca di Montemassi",2015,"14.50%",0,0,"",0,"",0.0363709333534001
"10216",960406,"Gramona III Lustros","Gran Reserva",329,750,438.67,"Mousserande vin","","Flaska","","Cava","Spanien","Cava Gramona sa",2011,"12.00%",0,0,"",0,"",0.027355415232407
"10217",960414,"Gramona Imperial","Gran Reserva",219,750,292,"Mousserande vin","Torrt vitt","Flaska","Champagnekork-natur","Cava","Spanien","Cava Gramona sa",2013,"12.00%",0,0,"",0,"",0.0410958904109589
"10218",960443,"Les Dauphins","Côtes du Rhône Organic Blanc",99,750,132,"Vitt vin","","Flaska","","Rhonedalen","Frankrike","Cellier des Dauphins",2017,"13.00%",1,0,"",0,"",0.0984848484848485
"10219",960557,"Verosso","",79,750,105.33,"Rött vin","","Flaska","","Apulien","Italien","DIV Casa Vinicola Botter Carlo & C. S.p.A.",2017,"13.00%",0,0,"",0,"",0.123421627266686
"10220",960658,"AIX","Rosé",139,750,185.33,"Rosévin","Friskt & Bärigt","Flaska","","Provence","Frankrike","SRL Maison Saint Aix",2017,"13.00%",0,0,"",0,"",0.0701451464954406
"10221",961574,"Jules","Côtes de Provence",99,750,132,"Rosévin","","Flaska","","Provence","Frankrike","Jules Wines",2014,"13.00%",0,0,"",0,"",0.0984848484848485
"10222",961593,"Jules","Rosé de Méditerranée",79,750,105.33,"Rosévin","Friskt & Bärigt","Flaska","Skruvkapsyl","Méditerranée","Frankrike","Jules Wines",2014,"13.00%",0,0,"",0,"",0.123421627266686
"10223",961628,"Sasseo","Primitivo",114,750,152,"Rött vin","","Flaska","","Apulien","Italien","Masseria Altemura",2013,"14.50%",0,0,"",0,"",0.0953947368421053
"10224",961631,"Feudo Principi di Butera","Nero d’Avola",119,750,158.67,"Rött vin","","Flaska","","Sicilien","Italien","Feudo Principi di Butera",2014,"14.00%",0,0,"",0,"",0.0882334404739396
"10225",961688,"Côtes du Rhône","Variations",119,750,158.67,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Domaine Maby",2010,"14.50%",0,0,"",0,"",0.0913846347765803
"10226",961723,"White Tropez","Rosé",196,750,261.33,"Rosévin","","Flaska","","Provence","Frankrike","Domaine Tropez",2018,"12.50%",0,0,"",0,"",0.0478322427581985
"10227",961750,"Brimoncourt","Brut Rosé",464,750,618.67,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Brimoncourt",NA,"12.50%",0,0,"",0,"",0.0202046325181438
"10228",961753,"Brimoncourt","Blanc de Blancs",505,750,673.33,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Brimoncourt",NA,"12.50%",0,0,"",0,"",0.0185644483388532
"10229",961756,"Brimoncourt","Brut Régence",414,750,552,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Brimoncourt",NA,"12.50%",0,0,"",0,"",0.0226449275362319
"10230",961759,"Charles Heidsieck","Rosé Réserve",569,750,758.67,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Charles Heidsieck",NA,"12.00%",0,0,"",0,"",0.0158171537031911
"10231",961765,"Charles Heidsieck","Brut Réserve",1199,1500,799.33,"Mousserande vin","Torrt vitt","Magnum","","Champagne","Frankrike","Charles Heidsieck",NA,"12.00%",0,0,"",0,"",0.0150125730299126
"10232",961881,"Love & Bubbles","Brut Premier Cru",389,750,518.67,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Earl P. Brugnon",NA,"12.00%",0,0,"",0,"",0.0231360980970559
"10233",961884,"Love & Bubbles","Rosé Brut Premier Cru",389,750,518.67,"Mousserande vin","Rosé","Flaska","","Champagne","Frankrike","Earl P. Brugnon",NA,"12.00%",0,0,"",0,"",0.0231360980970559
"10234",962206,"DG Viticultors","Pinot Noir Brut Rosé",171,750,228,"Mousserande vin","Rosé","Flaska","","Cava","Spanien","DG Viticultors",2011,"12.50%",0,0,"",0,"",0.0548245614035088
"10235",962212,"Merula","",147,750,196,"Rött vin","","Flaska","","","Spanien","DG Viticultors",2008,"14.00%",0,0,"",0,"",0.0714285714285714
