product_name,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,alchohol
Moser Rosé Extra Brut 2013,7,9,0,0,2,12.5
Schmitges Riesling Kabinett vom roten Schiefer 2018,7,9,0,0,5,8.5
Cervisiam Impaled Maple Imperial Pastry Stout,10,2,0,4,0,10
Graff Patchwork Piggy New England IPA,7,9,0,6,0,6.5
"De Tvende No excuses, all apologies New England IPA",5,8,0,5,0,6
Cervisiam Hopbernie Sanders New England IPA,4,8,0,6,0,6
Homage Garnacha,9,10,6,0,0,14.5
Barattolo Nero d'Avola,8,9,5,0,0,13.5
Cavalchina Prendina Garda Rosso,10,8,5,0,0,13.5
Cavalchina Prendina Garda Bianco,5,11,0,0,1,12.5
Castello Vicchiomaggio Ripa Delle Mandorle,6,8,7,0,0,13.5
Castello Vicchiomaggio Ripa Delle Mandorle,7,8,7,0,0,13.5
Castello Vicchiomaggo Ripa delle Mandorle,3,6,0,0,1,13
Castello Vicchiomaggio La Prima Chianti Classico Gran Reserva Selezione,7,5,8,0,0,14
Castello Vicchiomaggio San Jacopo Chianti Classico,7,6,6,0,0,13
Ulysse Etna Rosso,8,4,7,0,0,13.5
Tareni Frappato,5,6,5,0,0,13.5
Koskenkorva Lakritsi,0,0,0,0,0,17
Ch. Canon 2012,8,8,8,0,0,14
Ch. Rauzan-Ségla 2008,9,8,8,0,0,13.5
Ch. Clinet 2015,9,9,8,0,0,14
Pierre Henri Ginglinger Cuvée St-Léon Alsace Gewurztraminer 2017,7,6,0,0,3,13.5
Pierre Henri Ginglinger Alsace Gewurztraminer 2017,7,6,0,0,3,13.5
Ch. Canon 2015,8,8,8,0,0,15
Jean-Luc Mouillard Côtes du Jura Le Curieux 2015,8,6,0,0,1,13
Jean-Luc Mouillard Côtes du Jura Chardonnay 2015,8,6,0,0,2,13
Pierre Henri Ginglinger Alsace Pinot Noir 2017,6,8,6,0,0,13.5
Jean-Luc Mouillard Côtes du Jura Pinot Noir 2015,7,7,7,0,0,12
Jean-Luc Mouillard L'Étoile Sélection 2015,7,6,0,0,1,13
Jean-Luc Mouillard Vin de Paille 2012,8,6,0,0,10,14.5
Jean-Luc Mouillard Crémant de Jura Brut,7,7,0,0,2,11.5
Jean-Luc Mouillard Côtes du Jura Trousseau 2016,8,7,6,0,0,12
Sandro de Bruno Terre de Terrossa Valpolicella 2017,7,6,5,0,0,12.5
Sandro de Bruno Terre de Terrossa Valpolicella Ripasso 2016,8,7,7,0,0,13.5
Sandro de Bruno Terre di Terrossa Soave 2017,3,7,0,0,1,12.5
Sandro de Bruno Soave Colli Scaligeri 2014,3,6,0,0,1,13
Aux 4 Vents Blanc,6,7,0,0,1,12.5
Vaux Rheingauer Riesling Réserve Brut,4,9,0,0,2,12
Bols Pink Grapefruit,0,0,0,0,0,17
Giacomo Anselma Felice Barolo Riserva 2012,12,8,10,0,0,15
Giacomo Anselma Barbera d'Alba 2017,9,11,5,0,0,14.5
Giacomo Anselma Langhe Nebbiolo 2015,10,8,8,0,0,14
Ch. Maucamps 2002,7,8,6,0,0,12.5
Ch. Barreyre,6,8,5,0,0,13
Ch. Plaisance 2006,6,8,6,0,0,13
Ch. Plaisance 2007,7,7,6,0,0,13
Ch. Minuty Rosé 281,9,10,0,0,2,12.5
Ch. Minuty Rosé 281,9,11,0,0,2,12.5
Corte Lavel Amarone della Valpolicella 2013,8,6,7,0,0,16
Dom. Gourt de Mautens Blanc 2015,8,6,0,0,2,15
Dom. Gourt de Mautens 2015,8,7,7,0,0,15
Bosio Leda The Truffle Hunter Dolcetto d'Alba 2017,8,8,7,0,0,13
Ca'Viola Barbera d'Alba Brichet 2015,10,10,10,0,0,14.5
Ca'Viola Dolcetto d?Alba Vilot 2017,8,9,8,0,0,13.5
Ca'Viola Barolo Sottocastello di Novello 2012,9,9,10,0,0,14.5
Ca'Viola Barolo Caviot 2014,9,8,10,0,0,14
Ambra Carmignano Riserva Elzana 2013,8,7,9,0,0,14
Ch. Grenet,7,6,7,0,0,13
S&C Le Cabernet Saugvignon de Grenet,7,6,6,0,0,13
S&C Le fruit de Ch. Grenet,7,6,7,0,0,14
S&C Le Petit Grenet Blanc,5,5,0,0,1,12
S&C Le Petit Grenet Rouge,6,7,6,0,0,13.5
S&C Le Merlot de Grenet,7,6,6,0,0,14
Exton Park Rosé,5,6,0,0,1,11.5
Exton Park Blanc de Noirs,7,6,0,0,2,11.5
Montelvini Asolo Prosecco Extra Brut,5,6,0,0,1,11
Corte Sant'Alda Recioto della Valpolicella,7,6,6,0,0,14.5
Corte Sant'Alda Amarone della Valpolicella Valmezzane,8,6,6,0,0,15.5
Montelvini Asolo Prosecco Brut,4,6,0,0,2,12
Corte Sant'Alda Valpolicella Ripasso Campi Magri,7,6,5,0,0,14
Corte Sant'Alda Soave,6,6,0,0,1,12.5
Corte Sant'Alda Valpolicella Ca'Fiui,5,6,6,0,0,12.5
Proyecto Garnachas de España La Garnatxa Fosca del Priorat 2017,10,7,7,0,0,14.5
Adega Algueira Pizarra 2014,7,7,6,0,0,13.5
Cara Nord Celler Mineral 2015,9,7,5,0,0,14.5
Pusole Bianco 2017,5,9,0,0,2,12.5
Setteporte Etna Rosso 2015,7,9,6,0,0,13.5
Barmés-Buecher Cremant d'Alsace Brut Nature Zéro Dosage,6,8,0,0,1,12
Bod. Piqueras Marius Tinto,8,7,6,0,0,14.5
Bod. Piqueras Marius Roble 2016,8,7,6,0,0,14.5
Barmés-Buecher Clos Sand Riesling,6,10,0,0,1,12
Barmés-Buecher Leimental Riesling,6,9,0,0,1,12.8
Barmés-Buecher Pfleck Pinot Gris,7,8,0,0,1,13
Barmés-Buecher Hengst Riesling Grand Cru,7,8,0,0,1,13
Bådin & Nomad Kveikaroo: IPA med kveik,7,8,0,8,0,6
Merryvale Cabernet Sauvignon 2014,10,9,8,0,0,14.9
Liquid Farm White Hill Chardonnay 2016,9,9,0,0,1,13
Starmont Cabernet Sauvignon 2016,10,9,8,0,0,14.5
Liquid Farm Bien Bien Chardonnay 2015,9,9,0,0,1,13.5
Dom. Roger Perrin Châteauneuf-du-Pape Blanc,8,8,0,0,2,14
Dom. Roger Perrin Cotés du Rhône Fruité,7,9,5,0,0,13.5
Wettre Bock Rogers,6,3,0,6,0,12
Vignamaggio Gherardino Riserva,10,10,7,0,0,14
Pardon Beaujolais-Villages 2017,7,9,5,0,0,12.5
Marqués de Nombrevilla Único 2016,9,9,6,0,0,14.5
Jean Pla Le Ver Vert 2015,8,7,6,0,0,14.5
Juan Simon Cartan Garnacha,8,8,7,0,0,14
Paul Bara Brut Réserve,7,8,0,0,2,12.5
Paul Bara Grand Rosé de Bouzy Brut,7,8,0,0,2,12.5
Paul Bara Grand Millésime Brut 2012,7,8,0,0,2,12.5
Paul Bara Special Club 2008,7,8,0,0,2,12.5
50th Parallel Estate Pinot Gris 2017,4,9,0,0,2,13.5
Stratus White 2014,7,5,0,0,2,12.9
50th Parallel Estate Pinot Noir 2016,8,6,7,0,0,14.5
Stratus Cabernet Franc 2015,8,6,6,0,0,13.5
Põhjala Ülo Cellar Series,9,7,0,4,0,10
Karl Haidle Stetten Riesling Kabinett Pfeffer 2017,4,8,0,0,2,11
Karl Haidle Riesling Trocken 2018,6,9,0,0,2,12
Langoureau Saint-Aubin 1er Cru En Remilly 2017,7,8,0,0,1,13
Lovely Lilly Pinot Noir 2017,8,8,7,0,0,13.5
Leitz Magic Mountain Riesling Trocken 2012,8,9,0,0,2,12.5
Dom. Long-Dqpaquit Chablis Grand Cru Les Blanchots 2016,8,9,0,0,1,13
Dom. Long-Depaquit Chablis Premier Cru Montmains 2017,8,8,0,0,1,13
Dom. Long-Depaquit Chablis Grand Cru Moutonne 2015,9,8,0,0,1,13
Dom. Long-Depaquit Chablis Grand Cru Les Vaudesirs 2016,8,9,0,0,1,13
Albert Bichot Mercurey en Pierre Milley 2016,4,7,4,0,0,13
Albert Bichot Macon-Lugny Les Charmes 2017,7,8,0,0,2,12.5
Dom. du Colombier Crozes-Hermitage Blanc 2017,6,7,0,0,2,13.5
Wageck Spätburgunder Burgweg,7,8,4,0,0,13
Wageck Spätburgunder Tertiär,6,8,4,0,0,13
Fat Baron Douro,8,7,7,0,0,12.5
Dornach Blanc Vigneti Dolomiti Pinot Bianco 2017,8,8,0,0,1,13
Dornach Rouge Vigneti delle Dolomiti Pinot Nero 2017,8,9,7,0,0,11
Dornach Patrick Uccelli 1000cm3 Vino Bianco,8,8,0,0,1,13
Mesquida Mora Sotil,7,9,4,0,0,12.5
Krebs-Grode Oelberg Frühburgunder Tonerde,7,6,6,0,0,13.5
Krebs-Grode Guntersblumer Spätburgunder,5,5,5,0,0,13
Ch. d'Issan 2014,7,4,8,0,0,13
Cruse Rorick Chardonnay 2016,6,9,0,0,1,13.5
Fritz Haag Brauneberger Juffer Riesling Feinherb 2017,4,7,0,0,4,12
Poggio Antico Brunello Riserva 2012,6,8,8,0,0,14.5
Vietti Barolo Lazzarito 2014,9,7,9,0,0,14
Vietti Barolo Ravera 2014,8,8,10,0,0,13.5
Gík Blue,0,0,0,0,0,11.5
Parsat Bordeaux Rosé,3,8,0,0,1,11.5
Parsat Bordeaux Rouge,9,8,7,0,0,12
Ego Brygghus The Beast in me,10,4,0,4,0,10
Albret La Loma Garnacha 2017,8,8,6,0,0,13.5
Vik Milla Cala 2014,7,9,7,0,0,14
Bouchard Beaune 1er Cru Les Marconnets 2016,7,8,7,0,0,13
Bouchard Pommard 1er Cru Les Charmots 2016,7,8,7,0,0,13.5
Ch. Carpena 2006,7,7,6,0,0,13.5
Thr3 Monkeys Red,9,8,3,0,0,12
Cave de Tain Première Note Syrah 2016,8,6,8,0,0,12
Marco Porello Langhe Nebbiolo 2017,7,8,8,0,0,14
Dominio do Bibei 2014,9,9,8,0,0,13
Villa Wolf Wachenheimer Belz Riesling Library Release 2011,8,9,0,0,1,12.5
Braida La Regina Langhe Nascetta 2017,7,9,0,0,1,12.5
Capçanes Cava Reserva Brut,7,8,0,0,1,11.5
Heinrich Red 2014,8,7,8,0,0,12
Yalumba Shiraz 2017,9,8,8,0,0,13.5
Vasse Felix Filius Cabernet Sauvignon 2016,9,8,8,0,0,14
Vignes du Maynes Mâcon Clos Fourneau Chardonnay 2016,8,9,0,0,1,12.5
Vignes du Maynes Mâcon Villages Blanc 2017,7,8,0,0,1,12.5
Vignes du Maynes Mâcon Rouge 2017,7,8,7,0,0,13
Vignes du Maynes Ultimatum Climat 2016,7,8,7,0,0,12.5
Mario Rovira Tosca Cerrada Palomino Fino en Rama 2016,7,8,0,0,1,12.5
Espenhof Riesling Trocken 2017,7,8,0,0,1,12
Barkan Special Reserve Merlot,5,6,5,0,0,14
Barkan Special Reserve Petit Verdot,6,6,6,0,0,13.5
Shoot Salty Liquorice Skulls,0,0,0,0,0,16.4
Shoot Sour Cola Dummies,0,0,0,0,0,16.4
Hot n'Sweet 25,0,0,0,0,0,15
Tierra de Toros Tinto,5,6,6,0,0,12.5
Tierra de Toros Tinto,5,6,6,0,0,12.5
Marius Single Vineyard Garnacha Tintorera,8,7,7,0,0,14.5
L. Michel Chablis Grand Cru Les Clos 2016,5,6,0,0,1,13
L. Michel Chablis Grand Cru Grenouilles 2016,6,6,0,0,1,13
Dom. Bulliat Crémant de Bourgogne Brut Nature,3,9,0,0,1,12
Dom. de Sulauze Les Amis 2016,5,7,6,0,0,12.5
Kruger-Rumpf Abtei Rupertsberg Riesling Trocken 2018,3,7,0,0,1,12.5
Ch. Les Vieux Moulins Pirouette 2016,5,7,6,0,0,13.5
M. Guignier Granite 2016,4,8,4,0,0,11
Guy Breton Morgon 2018,5,7,5,0,0,12.5
Geiranger Bryggeri Maxim Gorkiy Imperial Stout,11,7,0,9,0,8.5
Tissot Vin Jaune La Mailloche 2012,10,8,0,0,1,14
Castello Vicchiomaggio Ripa Delle Mandorle,7,8,7,0,0,12
Arpepe Sassella Rocce Rosse Valtellina Superiore Riserva  2009,7,6,6,0,0,13.5
Bruno Ferrara Sardo 'Nzemmula 2016,7,6,6,0,0,15.5
Arpepe Grumello Sant'Antonio Valtellina Superiore Riserva 2009,7,6,6,0,0,13.5
Arpepe Inferno Sesto Canto Valtellina Superiore Riserva 2009,7,6,6,0,0,13
Ten. S. Lucia Baccareto Sangiovese 2017,7,6,5,0,0,12.5
Dom. Saint Gayan Châteuneuf-du-Pape 2012,8,8,7,0,0,14.5
Dom. Saint Gayan Gigondas Origine 2013,9,9,7,0,0,14.5
Dom. Saint Gayan Rasteau Ilex 2014,9,8,7,0,0,15
Georg Müller Hattenheimer Hassel Riesling GG 2017,6,8,0,0,2,12.5
Ch. Franc Patarabet Saint-Emilion Grand Cru 2015,8,8,7,0,0,13.5
Ch. Franc Patarabet Cuvée Les Menuts Vieilles Vignes 2010,8,8,7,0,0,14
Casal da Azenha Tinto 2015,9,8,9,0,0,13.5
Georg Müller Hattenheimer Schützenhaus Riesling Feinherb 2018,8,9,0,0,4,11
Georg Müller Riesling Trocken 2018,7,9,0,0,2,12
Nominé-Renard Brut Rosé,5,7,0,0,2,12
Nominé-Renard Brut,5,11,0,0,2,12
Casal da Azenha Branco 2017,7,8,0,0,1,13
Jean Loron Rift 69,6,6,5,0,0,13
La Piana Senza Riserve Malbo Gentile 2017,8,6,6,0,0,13
La Piana Capriccio di Bacco Lambrusco Grasparossa di Castelvetro 2016,8,6,6,0,0,11.5
Villa Bianco Bombino Bianco,5,8,0,0,2,11.5
Les Combes de Saint-Sauveur,8,7,7,0,0,13.5
El Tiempo Que Nos Une 2017,5,4,5,0,0,14.5
Casa do Capitão-mor,5,10,0,0,2,13
Frey-Sohler Crémant d'Alsace Rosé Brut,6,8,0,0,3,12
Marenco Asti,6,9,0,0,9,6.5
Roux Chambolle-Musigny Les Fremières 2014,7,6,5,0,0,13
Fontanafredda Barolo Serralunga d'Alba Riserva 2010,8,8,9,0,0,14
Terramia Chianti,7,8,6,0,0,12.5
Sandara Lemon,0,0,0,0,0,5.5
Sandara Chardonnay & Sake Sparkling,0,0,0,0,0,8
Most Wanted Malbec 2017,8,8,8,0,0,14
Louis Girard Chablis,7,8,0,0,1,12
Vacheron Sancerre Rouge Belle Dame 2014,8,7,7,0,0,13
Cascina Castlet Barbera d'Asti Il Nido,8,8,7,0,0,13.5
Pounamu Special Selection Pinot Noir 2017,8,7,6,0,0,13
Dom. Arnoux Savigny-Lès-Beaune Les Pimentiers 2015,8,8,6,0,0,13
Pounamu Special Selection Sauvignon Blanc 2017,8,8,0,0,1,12.5
Mezza di Mezza,6,7,0,0,3,12
Adore,4,9,0,0,2,12.5
Nomad Long Reef Pale Ale,7,6,0,6,0,5.1
Winiveria Mtsvane 2016,9,9,0,0,1,12.5
Winiveria Saperavi 2015,10,10,9,0,0,12.5
Gurashvili?s Kisi Qvevri 2016,9,9,0,0,1,13
Gurashvili?s Saperavi Qvevri 2016,10,10,9,0,0,13
Luigi Pira Dolcetto d'Alba 2017,8,9,6,0,0,14.5
Prunus Nigra kirsebærvin,0,0,0,0,0,17
Lade Gaards Jule¯l Sterk,7,9,0,6,0,6.5
Mas de la Font Ronde Pompon Rouge,7,8,7,0,0,11.5
Laurent Vogt Alsace Wolxheim Riesling 2017,7,8,0,0,1,14.4
Laurent Vogt Alsace Riesling,7,8,0,0,2,12.3
Laurent Vogt Alsace Lieu Dit Oberstupf Pinot Gris 2015,8,7,0,0,3,14
Laurent Vogt Alsace Grand Cru Altenberg de Wolxheim Riesling 2015,8,8,0,0,2,13.4
Jean-Claude Buecher Reflets Crémant d'Alsace 2014,7,8,0,0,1,12.5
Laurent Vogt Alsace Pinot Noir 2016,6,7,5,0,0,12.9
Jean-Claude Buecher Crémant d'Alsace Murmure Rosé 2014,6,7,0,0,2,12.5
Promenade Sauvignon,5,8,0,0,3,11.5
God Vinter Bordeaux,7,7,6,0,0,13
Sylla Sebaste Dolcetto d'Alba 2016,7,8,6,0,0,12.5
Sylla Sebaste Barolo Bussia 2014,9,9,9,0,0,14
Sylla Sebaste Barbera d'Alba 2015,8,8,7,0,0,13.5
Sylla Sebaste Barbera d'Asti 2014,9,8,7,0,0,12.5
Sylla Sebaste Barolo Bricco delle Viole 2012,9,9,9,0,0,14
Sylla Sebaste Gavi del Comune di Gavi 2017,6,7,0,0,2,12
Sylla Sebaste Barolo 2014,9,8,8,0,0,14
Sylla Sebaste Syllabo Langhe Rosso 2016,8,9,8,0,0,12.5
Sylla Sebaste Roero Arneis 2017,7,7,0,0,2,12
Sylla Sebaste Nebbiolo d'Alba 2014,7,8,6,0,0,13.5
Michel Girault Les Beaux Regards Sancerre 2017,8,8,0,0,2,13
Michel Girault Les Beaux Regards Sancerre Rouge 2016,7,7,7,0,0,13
Michel Girault Les Beaux Regards Sancerre Rosé 2017,6,8,0,0,2,13
Michel Girault La Chêne Marchand Sancerre 2016,7,8,0,0,2,13
Michel Girault Sancerre P'tit Gus 2016,7,7,7,0,0,13
Michel Girault La Silicieuse 2017,7,8,0,0,2,13
Ch. Pédesclaux 2015,8,8,8,0,0,13.5
Weing. E. Wehrheim Niersteiner Spiegelberg Portugieser Rosee 2016,5,9,0,0,4,10.5
Hugues Godmé Premier Cru Réserve Brut,6,7,0,0,2,12
Sandro de Bruno Terre de Terrossa Amarone della Valpolicella 2012,10,7,7,0,0,15
Weing. E. Wehrheim Niersteiner Paterberg Spätburgunder 2015,7,7,7,0,0,13
Luigino Zago Marca Trevigiana Chardonnay 2017,7,7,0,0,3,13
Luigino Zago Venezia Pinot Grigio 2017,7,8,0,0,2,13
Luigino Zago Prosecco Treviso Frizzante 2017,5,8,0,0,3,11
Luigino Zago Marca Trevigiana Sauvignon 2017,7,7,0,0,2,13
Luigino Zago Prosecco Treviso Brut 2017,5,8,0,0,2,11
Luigino Zago Prosecco Treviso Extra Dry 2017,4,8,0,0,3,11
Luigino Zago Venezia Cabernet Sauvignon 2017,8,8,7,0,0,12.5
Luigino Zago Venecia Merlot 2017,8,8,7,0,0,12.5
Luigino Zago Refoso dal Peduncolo Rosso 2017,8,7,7,0,0,12.5
Luigino Zago Piave Carmenère 2017,8,8,7,0,0,13
Dom. du Tunnel Saint-Joseph 2016,7,7,4,0,0,13
Dom. du Tunnel Saint-Peray Roussanne 2017,4,8,0,0,1,13.5
Dom. du Tunnel Cornas 2016,8,7,6,0,0,13.5
Orlando Abrigo Settevie Langhe Nebbiolo 2015,8,7,8,0,0,14
Orlando Abrigo Barbaresco Meruzzano 2015,9,10,9,0,0,14
Orlando Abrigo Barbaresco Montersino 2012,9,10,9,0,0,14.5
Orlando Abrigo D?Amblè Sauvignon 2016,7,8,0,0,2,13
Orlando Abrigo Barbera d'Alba Roreto 2015,7,7,5,0,0,14
Orlando Abrigo Dolcetto d'Alba Dell'Erto 2016,8,8,7,0,0,13.5
Orlando Abrigo Mervisano Barbera d'Alba 2013,8,9,7,0,0,14.5
Orlando Abrigo Nebbiolo d'Alba Valmaggiore 2013,9,9,8,0,0,14
Orlando Abrigo Livraie Langhe Rosso 2013,7,8,7,0,0,14
Orlando Abrigo Très Plus Langhe 2015,7,9,0,0,2,13
Sandro de Bruno Cabernet 2015,8,7,7,0,0,12.5
Pascal Clément Chambolle Musigny Les Argilleres 2015,8,8,7,0,0,13
Geoffroy Terre Champagne 2006,5,7,0,0,2,12.5
Hugues Godmé Blanc de Noir Grand Cru Extra-Brut,8,8,0,0,1,12
Hugues Godmé Grand Cru Brut Rosé,5,6,0,0,1,12
Hugues Godmé Fins Bois Grand Cru Extra-Brut,6,7,0,0,1,12
Hugues Godmé Les Champs St Martin Grand Cru Pinot Noir Extra-Brut 2009,6,8,0,0,1,12
Zind-Humbrecht Riesling Turckheim 2016,8,9,0,0,2,13.5
Zind-Humbrecht Riesling Roche Granitique 2016,9,6,0,0,2,12
Ch. Bel-Air Lagrave 1990,9,6,5,0,0,12.5
Muhr van der Niepoort Samt & Seide 2016,9,9,8,0,0,12.5
Muhr van der Niepoort Cuvee Vom Berg 2015,8,7,6,0,0,13
Muhr van der Niepoort Ried Spitzerberg 2014,10,8,8,0,0,12.5
Farmers Market,7,8,7,0,0,14
Chiusa Grande Tommolo Montepulciano d'Abruzzo,9,9,6,0,0,13
Etike Vigna Pura,9,8,7,0,0,13.5
Weinhaus Saar Riesling Kabinett Feinherb,7,8,0,0,4,8.5
Ch. du Trignon Côtes-du-Rhône,9,6,8,0,0,14.5
Viña Salceda Crianza 2015,8,7,7,0,0,14.5
Viña Salceda Reserva 2014,9,7,7,0,0,14.5
BO Bobal único,8,7,7,0,0,13
Hoya de Cadenas Cava Brut,6,8,0,0,2,11.5
El Miracle by Mariscal Garnacha Tintorera,8,7,7,0,0,13
Spindler Ungeheuer Riesling Trocken Grosse Lage 2016,3,8,0,0,2,13
Pascal Clément Gevrey-Chambertin 2016,8,7,7,0,0,13
Argento Organic Reserva Malbec 2015,9,8,8,0,0,14
Lourens Howard John 2017,8,9,7,0,0,13
Lourens Lindi Carien 2017,7,9,0,0,1,13
Biondi Etna San Nicolo' 2013,6,8,7,0,0,13
Biondi Etna Rosso Cisterna Fuori 2014,7,8,7,0,0,13.5
Robert Debuisson Beaujolaise Villages,6,6,6,0,0,13
La Rajade Caprizi Riserva 2015,7,8,0,0,1,13.5
La Rajade Sauvignon 2016,6,7,0,0,2,13
Von Grossen Lagen,9,9,0,0,2,11.5
Ricardelle de Lautrec Handmade Chardonnay 2017,7,5,0,0,1,13.5
Ricardelle de Lautrec Merlot 2017,7,6,6,0,0,13
Ricardelle de Lautrec Handmade Pinot Noir 2017,6,6,5,0,0,13
Ricardelle de Lautrec Handmade Syrah Rosé 2018,5,6,0,0,1,13
TerraQuilla Falconero Zero 2016,7,4,5,0,0,12
TerraQuilia Terrebianche Col Fondo 2017,7,6,0,0,1,12
Fidora Civranetta Col Fondo Prosecco,5,7,0,0,2,11
Franco Conterno Bussia Barolo Riserva 2011,8,7,7,0,0,14.5
Franco Conterno Bussia Barolo Riserva 2012,8,7,7,0,0,14.5
Franco Conterno Bussia Barolo Riserva 2011,8,7,7,0,0,14.5
Franco Conterno 7 Anni Barolo Riserva 2010,8,8,8,0,0,14.5
Franco Conterno 7 Anni Barolo Riserva 2008,8,9,8,0,0,15
Franco Conterno Barbera D'Alba Superiore 2015,6,8,6,0,0,14
Franco Conterno Langhe Nebbiolo 2016,7,9,8,0,0,14
Franco Conterno Panerole Barolo 2013,8,8,8,0,0,13.8
Franco Conterno Panerole Barolo 2013,8,9,8,0,0,13.8
Franco Conterno Panerole Barolo 2012,8,9,8,0,0,14
Franco Conterno Panerole Barolo 2011,8,8,7,0,0,14
Franco Conterno Bussia Barolo Riserva 2012,8,9,8,0,0,14.5
Bantam Ginger Beer,0,0,0,0,0,5.5
Dom. du Valmoissine Pinot Noir,8,8,7,0,0,13.5
Ten. San Guido Guidalberto 2016,9,8,8,0,0,14
Ten. San Guido Le Difese 2016,8,8,8,0,0,13.5
Negro Roero Riserva Ciabot San Giorgio 2014,9,9,9,0,0,14
Negro Roero Prachiosso 2014,9,9,8,0,0,14
Louis Roederer Cristal 2002,10,6,0,0,1,12
De Kuyper Pisang,0,0,0,0,0,15
De Kuyper Sour Rhubarb,0,0,0,0,0,15
De Kuyper Mango,0,0,0,0,0,15
De Kuyper Banana,0,0,0,0,0,15
De Kuyper Grapefruit,0,0,0,0,0,15
Barkan Reserve Cabernet Sauvignon,6,4,8,0,0,13.5
Henri Giraud Esprit Nature,7,8,0,0,2,12
Henri Giraud Hommage,7,8,0,0,2,12
Henri Giraud MV 12 Grand Cru Champagne,9,8,0,0,2,12
Dom. Padie Gibraltar 2017,7,8,6,0,0,13.5
Dom. Padie Tourbillon de la Vie 2017,8,7,8,0,0,14
Ch. Franc Patarabet Saint-Emilion Grand Cru 2009,8,8,9,0,0,13.5
Kariho Yamahai Jummai Ginjo,10,9,0,5,0,16
Kariho Yamahai Jummai Ginjo,10,9,0,5,0,16
Jean-Claude Buecher Paradoxe Crémant d'Alsace 2011,7,7,0,0,1,12.5
La Soeur Cadette Mâcon Chardonnay,7,7,0,0,1,12.5
La Soeur Cadette Juliénas 2016,7,7,5,0,0,12.5
Jean-Paul Schmitt Crémant d'Alsace Brut Zéro,7,10,0,0,1,12.5
Puech-Haut Les Complices 2016,5,7,5,0,0,14
Kariho Junkei Karakuchi80,9,8,0,5,0,17
Dewatsuru Nugudamaru,9,8,0,5,0,18
Jean-Paul Schmitt Rittersberg Pinot Gris Réserve Personnelle 2014,8,9,0,0,1,14.7
Jean-Paul Schmitt Rittersberg Gewurztraminer Réserve Personnelle 2015,7,9,0,0,1,13.5
Jean-Paul Schmitt Rittersberg Pinot Noir Grande Réserve,7,9,5,0,0,13.7
Jean-Paul Schmitt Rittersberg Pinot Noir Réserve Personnelle,8,9,5,0,0,13
Schwedhelm Riesling 2018,6,8,0,0,1,12.5
Schwedhelm Riesling Zellertal 2018,6,8,0,0,1,12.5
Karl May Riesling Morstein 2017,7,8,0,0,1,13
Kampf Weiss Trocken 2017,6,7,0,0,1,12
Ramona Ruby Grapefruit (4x25cl),0,0,0,0,0,7
Kampf Riesling Trocken 2017,6,7,0,0,1,12.5
Müller-Catoir Riesling Bürgergarten Erste Lage 2017,8,7,0,0,1,13
Candidato Tempranillo,6,8,6,0,0,13
Briada Il Monello Barbera del Monferrato 2015,7,8,6,0,0,13.5
Saint Emilion Calvet,6,4,5,0,0,13.5
BearFlag Zinfandel Sonoma County,11,7,9,0,0,15
BearFlag Smooth Red Blend,7,8,5,0,0,13.5
Yohan Lardy Moulin-à-Vent Vieilles Vignes de 1903 2016,9,9,5,0,0,13
Jérôme Arnoux Crémant du Jura,7,9,0,0,1,12.5
Yohan Lardy Gamay Poppy 2017,7,11,4,0,0,12.5
Elio Grasso Gavarini Langhe Nebbiolo 2017,8,8,7,0,0,14.5
Wiston Estate Cuvee Brut,7,9,0,0,1,12
Dewatsuru Umegokochi,10,9,0,1,0,12
Moulins de Citran Haut-Médoc 2010,6,6,7,0,0,13
Ch. Fongaban 2015,8,6,8,0,0,14.5
Vinultra Insight Sauvignon Blanc,9,8,0,0,1,12.5
Lindheim Farmer's Reserve Coolship Cherry,6,10,0,5,0,7
Vinultra Little Beauty Black Edition Pinot Noir,9,7,6,0,0,14
Vinultra Little Beauty Sauvignon Blanc,9,8,0,0,1,13.5
JP. Chenet Sparkling Brut,3,9,0,0,3,11
Riveyrac Rivesaltes La Cuvee des Aigles 1975,9,7,0,0,9,15.5
Collavini Sauvignon Blanc Fumat,7,9,0,0,2,12.5
Collavini Turian Schioppettino,7,8,6,0,0,13.5
Alta Alella Maller Cava Brut Nature 2016,7,8,0,0,1,12
Collavini Pinot Grigio Canlungo,6,9,0,0,2,12.5
Canlibero Iastemma Falanghina 2016,6,6,0,0,1,12.5
Foradori Granato 2016,8,7,7,0,0,12.5
Jacquesson Cuvée no 739 Grand Vin,8,9,0,0,1,12
Ca' Vendri Amarone della Valpolicella,9,8,6,0,0,15
Joiseph Roter Faden 2017,6,7,5,0,0,11.5
Elena Walch Ludwig Pinot Nero 2015,6,8,5,0,0,14
Ch. Bouscaut Blanc Grand Cru Classé 2016,8,9,0,0,1,13.5
Charles de Fère Cuvée Jean-Louis Blanc de Blancs Brut,6,7,0,0,3,11.5
Ch. Langoa Barton 2008,7,7,7,0,0,13
Ch. Langoa Barton 2008,8,7,8,0,0,13
Ch. Latour Martillac 2013,8,8,0,0,1,13.5
Sarget de Gruaud Larose 2014,8,7,7,0,0,13
Ch. Montrose 2012,8,7,8,0,0,13
La Dame de Montrose 2012,8,6,7,0,0,13
Ch. Grand-Puy-Lacoste 2011,8,7,8,0,0,13.5
Blason d'Issan 2014,7,7,6,0,0,13
La Parde de Haut Bailly 2014,7,7,7,0,0,13
